Supplier,Supplier_Lot,Part_No,VIN
SUP-02,LOT-6155,247-ABC,7Y6***********ABK
SUP-02,LOT-8830,394-DEF,URL***********2P4
SUP-01,LOT-1309,756-DEF,V8L***********V3N
SUP-01,LOT-4314,393-GHI,F4P***********8DG
SUP-01,LOT-6562,436-DEF,4SV***********H04
SUP-01,LOT-7417,694-JKL,J58***********3GD
SUP-01,LOT-1442,175-ABC,KMD***********4MN
SUP-01,LOT-3848,326-DEF,TK5***********YVT
SUP-09,LOT-4556,179-DEF,L63***********PKT
SUP-09,LOT-6732,803-GHI,WP8***********RG8
SUP-01,LOT-2777,960-GHI,AL5***********C3V
SUP-01,LOT-8400,265-GHI,WGU***********YGX
SUP-09,LOT-8307,671-ABC,AAN***********HMK
SUP-02,LOT-2330,317-ABC,263***********0JR
SUP-02,LOT-3259,591-JKL,FUF***********16W
SUP-02,LOT-9690,705-ABC,GCZ***********JUR
SUP-09,LOT-7291,292-ABC,XBR***********ZEK
SUP-02,LOT-7980,961-ABC,45V***********KMH
SUP-02,LOT-2486,563-ABC,YLB***********PUE
SUP-09,LOT-4880,146-GHI,VL1***********9BY
SUP-09,LOT-7331,612-ABC,CWM***********56U
SUP-09,LOT-7901,132-GHI,3B9***********6H2
SUP-01,LOT-6749,846-GHI,J49***********G4G
SUP-01,LOT-1229,798-GHI,S70***********VMK
SUP-02,LOT-8399,322-JKL,CXX***********54A
SUP-09,LOT-5350,462-GHI,YJP***********G54
SUP-01,LOT-2559,559-ABC,27Y***********HCC
SUP-09,LOT-7466,525-DEF,WXJ***********H2A
SUP-09,LOT-2244,897-ABC,1ZX***********RP3
SUP-01,LOT-6294,733-JKL,T9L***********P32
SUP-01,LOT-8291,500-JKL,VCP***********0KJ
SUP-09,LOT-3455,778-ABC,9SF***********FSW
SUP-02,LOT-9188,165-DEF,KYS***********57N
SUP-01,LOT-9663,959-JKL,3AM***********5P5
SUP-01,LOT-7142,413-JKL,S49***********6NF
SUP-01,LOT-5277,152-GHI,P89***********DB0
SUP-01,LOT-3658,760-GHI,ZWR***********6TV
SUP-09,LOT-3809,509-ABC,040***********09E
SUP-09,LOT-6524,545-ABC,2RK***********93R
SUP-02,LOT-4110,173-ABC,1E3***********407
SUP-02,LOT-1405,551-JKL,4DJ***********PYX
SUP-02,LOT-2625,468-DEF,NC4***********ZE6
SUP-09,LOT-3445,645-GHI,GA0***********VJ3
SUP-09,LOT-6295,506-DEF,Y73***********NTY
SUP-02,LOT-1725,916-JKL,K1J***********NPB
SUP-01,LOT-2978,705-DEF,8UE***********GYP
SUP-09,LOT-7349,480-JKL,9AA***********SL1
SUP-02,LOT-4610,375-JKL,LVU***********1P0
SUP-01,LOT-6960,565-JKL,TG4***********9CB
SUP-02,LOT-4568,325-DEF,YYE***********0HB
SUP-01,LOT-9242,456-GHI,T9K***********001
SUP-02,LOT-2570,567-ABC,LFD***********SFF
SUP-02,LOT-4711,285-GHI,H4C***********CEY
SUP-02,LOT-8965,388-JKL,TXV***********2GB
SUP-02,LOT-2188,868-GHI,F0H***********HPG
SUP-09,LOT-7295,198-GHI,NLY***********TXU
SUP-01,LOT-9555,677-ABC,T0Y***********N7U
SUP-02,LOT-4699,267-ABC,Y3K***********4XA
SUP-01,LOT-9858,338-JKL,XE4***********901
SUP-01,LOT-5157,391-GHI,4AJ***********9LW
SUP-02,LOT-6701,378-DEF,F7F***********ZK3
SUP-01,LOT-6971,501-DEF,NZ7***********WAG
SUP-09,LOT-5148,325-DEF,8DF***********E6K
SUP-02,LOT-2430,250-ABC,5MY***********R00
SUP-02,LOT-6748,399-ABC,1C6***********U4R
SUP-01,LOT-3312,757-DEF,SBN***********HHZ
SUP-09,LOT-8222,980-GHI,6MJ***********RD9
SUP-01,LOT-7455,657-JKL,Y9L***********BD9
SUP-09,LOT-8301,434-DEF,MXD***********RMB
SUP-01,LOT-7105,640-DEF,H1E***********9ML
SUP-02,LOT-4569,913-GHI,YY4***********DNF
SUP-09,LOT-1641,261-DEF,Z0U***********SES
SUP-02,LOT-2844,431-JKL,KS6***********3K8
SUP-01,LOT-8680,841-JKL,UVS***********RX9
SUP-09,LOT-1550,377-DEF,47S***********SDF
SUP-01,LOT-7845,226-DEF,B1J***********S29
SUP-02,LOT-7350,727-JKL,M8K***********9AW
SUP-09,LOT-9706,377-GHI,R61***********6HM
SUP-02,LOT-3341,346-DEF,FPV***********X25
SUP-09,LOT-4861,407-GHI,CP9***********JSL
SUP-01,LOT-6454,817-DEF,ABK***********9NE
SUP-02,LOT-4546,663-JKL,5X3***********VWC
SUP-01,LOT-8267,245-DEF,VHS***********J39
SUP-02,LOT-1070,622-ABC,G2A***********JPV
SUP-01,LOT-5416,852-ABC,SC8***********K6G
SUP-01,LOT-3293,326-GHI,XWC***********EXT
SUP-01,LOT-3139,565-JKL,RC9***********JRW
SUP-09,LOT-2235,349-ABC,UT9***********378
SUP-09,LOT-9985,204-ABC,PWD***********7HW
SUP-02,LOT-1448,556-JKL,7ZF***********5F8
SUP-09,LOT-4151,970-JKL,WY5***********BTK
SUP-01,LOT-4938,276-JKL,KDA***********JMB
SUP-01,LOT-3632,818-DEF,1L2***********N8U
SUP-09,LOT-6681,231-GHI,RX6***********4GV
SUP-09,LOT-2240,126-JKL,Y7C***********Y7P
SUP-09,LOT-5088,901-DEF,W64***********LR6
SUP-02,LOT-9031,851-GHI,L2V***********84U
SUP-01,LOT-7268,670-JKL,F0P***********VZD
SUP-01,LOT-1719,530-GHI,WAY***********93C
SUP-02,LOT-5236,103-JKL,0S8***********XRN
SUP-09,LOT-7995,797-GHI,FGH***********3KP
SUP-01,LOT-7400,893-JKL,BRS***********PXP
SUP-02,LOT-9084,702-ABC,1KZ***********MSW
SUP-02,LOT-9040,757-ABC,VB7***********FB9
SUP-02,LOT-7899,998-GHI,ZDX***********H1A
SUP-02,LOT-4674,682-JKL,CYE***********TC4
SUP-02,LOT-3240,919-DEF,6B1***********K4G
SUP-09,LOT-2231,592-JKL,72D***********YC7
SUP-02,LOT-5440,732-ABC,H18***********VEA
SUP-01,LOT-5157,886-JKL,LWX***********6KW
SUP-09,LOT-7981,340-GHI,Z0X***********N9N
SUP-01,LOT-1957,968-ABC,CJH***********W9M
SUP-09,LOT-6974,757-DEF,TJM***********4RZ
SUP-01,LOT-1623,716-JKL,ZS2***********HA9
SUP-02,LOT-5371,379-DEF,FEF***********1Y6
SUP-01,LOT-4046,475-JKL,V43***********AKX
SUP-01,LOT-5203,576-ABC,5XL***********5AP
SUP-01,LOT-6189,717-ABC,12E***********92G
SUP-09,LOT-2409,269-JKL,W6F***********BGL
SUP-01,LOT-3974,233-JKL,PUW***********XCK
SUP-09,LOT-4855,193-DEF,VN1***********MXC
SUP-02,LOT-6478,154-JKL,FEF***********21S
SUP-01,LOT-4413,658-ABC,ENM***********VN2
SUP-01,LOT-5111,619-DEF,R0X***********HC1
SUP-02,LOT-5471,112-JKL,J2Y***********094
SUP-01,LOT-5933,809-DEF,9NW***********5AN
SUP-09,LOT-5484,389-ABC,RAG***********HVN
SUP-01,LOT-3579,768-JKL,M38***********Z7S
SUP-09,LOT-4244,683-GHI,SAH***********2ZL
SUP-01,LOT-6455,657-JKL,GP7***********3VJ
SUP-02,LOT-3505,328-JKL,V4J***********2U7
SUP-02,LOT-3191,620-GHI,04X***********2W1
SUP-09,LOT-9014,888-GHI,YTF***********DRH
SUP-02,LOT-7192,539-ABC,FD7***********DW9
SUP-02,LOT-8652,448-ABC,4L1***********3BY
SUP-01,LOT-6229,859-JKL,DDU***********S4Y
SUP-01,LOT-5276,957-JKL,RMR***********PSE
SUP-09,LOT-7467,167-ABC,LJ1***********BKK
SUP-01,LOT-1073,761-JKL,6G2***********N4M
SUP-01,LOT-2712,728-ABC,M0C***********ESE
SUP-09,LOT-9596,170-JKL,WX6***********9GE
SUP-01,LOT-5963,197-GHI,JA5***********J82
SUP-02,LOT-6977,829-DEF,KGT***********P8D
SUP-09,LOT-2599,947-DEF,WZ7***********BFZ
SUP-02,LOT-4537,975-DEF,Y7E***********058
SUP-09,LOT-3894,380-ABC,LMY***********LDB
SUP-09,LOT-5728,558-DEF,60R***********01P
SUP-09,LOT-9919,985-DEF,UJA***********194
SUP-02,LOT-2924,576-JKL,NAX***********LUP
SUP-02,LOT-4019,486-ABC,7LU***********9ZN
SUP-01,LOT-2906,386-DEF,3H5***********XJ3
SUP-01,LOT-9738,997-DEF,R8H***********CVJ
SUP-01,LOT-9006,640-ABC,B7C***********8XU
SUP-02,LOT-2100,706-JKL,LCG***********90V
SUP-01,LOT-5837,460-GHI,V9C***********ZEL
SUP-01,LOT-5713,497-DEF,V65***********MHX
SUP-01,LOT-1442,449-JKL,BA4***********Z86
SUP-09,LOT-2721,712-GHI,FYV***********83B
SUP-09,LOT-5399,347-DEF,FM0***********37Z
SUP-01,LOT-5964,161-GHI,CBD***********7GJ
SUP-01,LOT-4641,757-DEF,8C1***********DYV
SUP-01,LOT-1339,596-DEF,0UU***********P9T
SUP-01,LOT-5889,221-JKL,5FE***********19M
SUP-02,LOT-4073,521-DEF,ZHK***********374
SUP-02,LOT-1807,385-DEF,FV3***********CJ2
SUP-02,LOT-5248,328-DEF,1ZC***********VEW
SUP-01,LOT-5805,195-GHI,UE5***********S3W
SUP-09,LOT-9767,260-GHI,48C***********F4G
SUP-02,LOT-9521,876-DEF,ZXW***********M42
SUP-02,LOT-5876,397-GHI,9GP***********76M
SUP-09,LOT-2281,413-JKL,2FH***********Z4W
SUP-01,LOT-7161,461-JKL,RE9***********JZT
SUP-01,LOT-6550,432-JKL,BDD***********867
SUP-01,LOT-5877,441-DEF,5J9***********LSZ
SUP-01,LOT-5541,938-GHI,76X***********15T
SUP-02,LOT-9506,848-DEF,L23***********7ND
SUP-01,LOT-1723,819-JKL,55T***********WA5
SUP-02,LOT-1872,765-ABC,5J8***********T29
SUP-09,LOT-7009,370-DEF,UHS***********5HG
SUP-01,LOT-7325,507-JKL,9F3***********H9X
SUP-02,LOT-3862,371-ABC,SNN***********2JA
SUP-02,LOT-3722,751-DEF,37Z***********X6T
SUP-01,LOT-8928,165-GHI,PEY***********SS1
SUP-01,LOT-8697,414-GHI,SX8***********HN0
SUP-09,LOT-2548,621-GHI,K63***********ALW
SUP-01,LOT-7505,709-JKL,08W***********DFN
SUP-02,LOT-7059,142-DEF,K9K***********02Y
SUP-01,LOT-6893,136-GHI,KBW***********DPC
SUP-02,LOT-5515,533-ABC,5JZ***********0AY
SUP-01,LOT-4317,578-GHI,4J0***********ZV5
SUP-01,LOT-3435,268-DEF,TBF***********YA0
SUP-02,LOT-2104,366-ABC,9U5***********G2J
SUP-01,LOT-6292,429-DEF,RX1***********6VX
SUP-02,LOT-5968,435-ABC,VWX***********EH9
SUP-02,LOT-8206,362-GHI,FRV***********543
SUP-02,LOT-3559,644-GHI,7BX***********FAU
SUP-01,LOT-3734,372-ABC,8V3***********SJT
SUP-09,LOT-5130,645-GHI,0CU***********A9S
SUP-01,LOT-8550,163-ABC,2UB***********UN8
SUP-02,LOT-5455,586-DEF,9PV***********DKJ
SUP-01,LOT-9238,428-GHI,1C5***********2V9
SUP-09,LOT-2286,698-DEF,U2F***********WYA
SUP-02,LOT-6698,285-DEF,00Y***********TG1
SUP-01,LOT-6211,532-JKL,G02***********U0J
SUP-01,LOT-5422,446-DEF,ZM7***********FWE
SUP-02,LOT-2611,680-ABC,0KW***********7T2
SUP-09,LOT-4591,542-JKL,P4A***********6HX
SUP-02,LOT-7677,900-GHI,HHL***********NAR
SUP-02,LOT-5375,740-DEF,1NU***********EMD
SUP-01,LOT-3960,930-DEF,YF9***********JUA
SUP-02,LOT-8615,995-ABC,S9P***********0NF
SUP-09,LOT-7754,967-ABC,Z99***********1B1
SUP-01,LOT-9402,490-ABC,3GS***********NA2
SUP-09,LOT-2953,693-GHI,R6R***********CFC
SUP-02,LOT-3740,453-JKL,YZ1***********SS0
SUP-02,LOT-2145,589-ABC,HTV***********G6M
SUP-09,LOT-6444,720-GHI,AD8***********Y14
SUP-01,LOT-8404,397-JKL,647***********MRN
SUP-09,LOT-3589,924-DEF,4TE***********H3M
SUP-02,LOT-4706,748-ABC,64N***********A10
SUP-02,LOT-2375,119-DEF,D2C***********BHR
SUP-01,LOT-8278,416-GHI,LM6***********C8D
SUP-01,LOT-4323,613-JKL,U3F***********R5P
SUP-02,LOT-1788,286-JKL,FJ2***********YGR
SUP-01,LOT-9857,378-DEF,9DV***********Y9X
SUP-02,LOT-5798,541-DEF,20G***********LYE
SUP-09,LOT-1429,583-JKL,61R***********ZHN
SUP-02,LOT-8330,914-GHI,UFF***********36H
SUP-09,LOT-3152,489-DEF,2SZ***********5EN
SUP-01,LOT-4015,565-JKL,KFZ***********RYW
SUP-02,LOT-2696,169-ABC,M9V***********5D1
SUP-02,LOT-1067,481-GHI,S3C***********MVX
SUP-09,LOT-9029,839-ABC,NLR***********P54
SUP-09,LOT-5278,897-GHI,T98***********TZ0
SUP-09,LOT-7342,508-ABC,VTE***********C5W
SUP-02,LOT-2736,723-ABC,727***********PB9
SUP-09,LOT-2324,488-GHI,PEL***********85B
SUP-02,LOT-4738,613-ABC,9S9***********5LD
SUP-09,LOT-2971,530-JKL,9FE***********XXF
SUP-02,LOT-2096,990-ABC,B2J***********50G
SUP-02,LOT-8224,699-ABC,DT4***********YF2
SUP-09,LOT-9605,311-JKL,VZ1***********4JZ
SUP-09,LOT-2111,973-GHI,L87***********NHJ
SUP-01,LOT-4783,345-JKL,3FM***********JEA
SUP-02,LOT-7274,266-JKL,8YP***********5FR
SUP-02,LOT-9347,606-JKL,LE9***********Z4S
SUP-02,LOT-9357,553-ABC,57M***********6DB
SUP-02,LOT-9379,123-ABC,YK8***********LX2
SUP-02,LOT-4119,631-ABC,BK1***********CK5
SUP-01,LOT-7706,641-JKL,NAR***********S4A
SUP-09,LOT-3029,282-GHI,SCS***********6SE
SUP-02,LOT-9666,584-DEF,7HA***********3XR
SUP-09,LOT-5130,629-ABC,MRE***********H4C
SUP-02,LOT-7937,110-GHI,V5M***********UNE
SUP-01,LOT-6338,130-ABC,Z83***********GUU
SUP-09,LOT-4156,485-DEF,08V***********9C1
SUP-09,LOT-3652,557-GHI,WWW***********WJN
SUP-09,LOT-8801,461-GHI,HWG***********SNS
SUP-09,LOT-6403,302-DEF,A7H***********HFU
SUP-09,LOT-8513,982-ABC,HLF***********P28
SUP-02,LOT-9519,330-GHI,0SX***********YT8
SUP-09,LOT-9294,878-ABC,DY5***********W65
SUP-01,LOT-5574,265-GHI,6CU***********22T
SUP-09,LOT-5637,718-GHI,M13***********N36
SUP-09,LOT-7881,822-ABC,MYF***********M4N
SUP-09,LOT-4834,649-GHI,LCK***********EFN
SUP-01,LOT-6181,426-JKL,PBH***********A96
SUP-02,LOT-7203,753-ABC,ZLX***********G7P
SUP-01,LOT-8355,692-ABC,7EB***********062
SUP-02,LOT-7797,360-GHI,939***********T7C
SUP-01,LOT-3661,475-JKL,RLZ***********2HY
SUP-02,LOT-2458,815-GHI,EU8***********WXY
SUP-02,LOT-8422,548-ABC,MFF***********BT9
SUP-01,LOT-4004,444-ABC,L9S***********AGA
SUP-01,LOT-7120,803-DEF,GWR***********20X
SUP-02,LOT-7162,137-GHI,933***********SYA
SUP-09,LOT-1395,959-DEF,BVV***********5GU
SUP-02,LOT-9880,457-JKL,9YP***********KUJ
SUP-02,LOT-6464,946-ABC,Y4T***********EFH
SUP-01,LOT-5943,186-GHI,69H***********07V
SUP-09,LOT-1511,739-JKL,SCB***********1JW
SUP-09,LOT-8377,606-JKL,3TJ***********1GU
SUP-02,LOT-7181,463-JKL,055***********NE6
SUP-01,LOT-2220,637-ABC,SFB***********K5T
SUP-01,LOT-7705,582-GHI,BP1***********X5W
SUP-09,LOT-7385,650-JKL,8UU***********ULJ
SUP-02,LOT-1551,793-DEF,KKM***********EZU
SUP-02,LOT-8377,761-ABC,EAZ***********U2A
SUP-01,LOT-9604,821-DEF,HJS***********L8Y
SUP-09,LOT-9796,365-JKL,X93***********MRP
SUP-09,LOT-6763,183-ABC,NTE***********F4G
SUP-02,LOT-1829,754-DEF,YD2***********BKY
SUP-01,LOT-8561,485-JKL,5VU***********EMS
SUP-09,LOT-8014,989-DEF,28V***********CSB
SUP-02,LOT-6276,351-JKL,GX0***********ZSF
SUP-01,LOT-1134,954-ABC,MS2***********HZ5
SUP-01,LOT-8338,441-ABC,MYP***********8YH
SUP-02,LOT-6200,594-ABC,15C***********DA1
SUP-09,LOT-5447,798-ABC,DSE***********0L8
SUP-01,LOT-4292,485-JKL,MWD***********D2T
SUP-09,LOT-2693,720-DEF,6LZ***********ZWM
SUP-09,LOT-7654,791-GHI,DW0***********72T
SUP-02,LOT-8505,487-JKL,W0F***********TXK
SUP-09,LOT-1245,948-ABC,7C5***********CEB
SUP-09,LOT-6075,965-GHI,0FS***********M5T
SUP-01,LOT-5625,103-JKL,CBM***********751
SUP-01,LOT-2254,918-GHI,V9N***********ZVD
SUP-09,LOT-8868,235-JKL,EPY***********XC0
SUP-01,LOT-6758,538-GHI,ARK***********43E
SUP-09,LOT-1172,820-ABC,Y1R***********88X
SUP-02,LOT-8650,377-ABC,BVX***********WBA
SUP-02,LOT-1828,712-JKL,DYZ***********2GL
SUP-09,LOT-5277,662-ABC,V5T***********3NK
SUP-01,LOT-7246,712-GHI,NBB***********XBA
SUP-09,LOT-8475,861-JKL,SYB***********EL5
SUP-02,LOT-4925,131-JKL,7B7***********L55
SUP-09,LOT-1492,574-DEF,Z1S***********30R
SUP-01,LOT-4942,520-ABC,UMN***********5LU
SUP-02,LOT-4955,696-GHI,EKA***********E7F
SUP-02,LOT-9507,583-ABC,Y3D***********M6Z
SUP-01,LOT-7646,250-JKL,DHC***********40X
SUP-09,LOT-4074,265-JKL,2TG***********N9F
SUP-02,LOT-5069,725-ABC,39X***********4L4
SUP-02,LOT-7135,218-JKL,WE3***********T5W
SUP-02,LOT-5942,521-ABC,W0V***********SBV
SUP-02,LOT-8700,757-JKL,236***********JF8
SUP-09,LOT-1411,620-DEF,9TX***********ASJ
SUP-09,LOT-1303,911-ABC,B5K***********TE9
SUP-02,LOT-6269,747-GHI,JW3***********VVT
SUP-09,LOT-4735,951-JKL,CP3***********BSH
SUP-09,LOT-1811,648-GHI,08M***********82W
SUP-01,LOT-2931,400-DEF,D82***********ZSS
SUP-02,LOT-5337,636-JKL,0GW***********MZG
SUP-09,LOT-9328,807-JKL,RP5***********3RY
SUP-01,LOT-5643,525-JKL,PY4***********E9C
SUP-09,LOT-3228,506-JKL,TYS***********FDM
SUP-01,LOT-3439,727-GHI,EPH***********Y4M
SUP-09,LOT-4894,850-JKL,PJR***********CWU
SUP-01,LOT-9508,781-ABC,YJ8***********AG6
SUP-01,LOT-8638,222-GHI,8J4***********MBH
SUP-01,LOT-5781,129-DEF,48G***********9WX
SUP-02,LOT-5781,876-GHI,Z8D***********6PV
SUP-09,LOT-8951,935-DEF,PGH***********C0N
SUP-09,LOT-2704,427-GHI,NZF***********VK6
SUP-09,LOT-2134,511-DEF,WZP***********YUB
SUP-01,LOT-4132,521-JKL,6J6***********XGF
SUP-01,LOT-8382,211-DEF,F2N***********67D
SUP-02,LOT-6971,757-JKL,LG7***********UU1
SUP-01,LOT-4060,454-ABC,H8G***********BSN
SUP-01,LOT-1183,560-ABC,54H***********BXC
SUP-02,LOT-4477,539-ABC,2S7***********U3T
SUP-02,LOT-3048,761-GHI,9NS***********V9Z
SUP-01,LOT-3537,510-GHI,FXZ***********M69
SUP-02,LOT-7252,752-DEF,ENL***********0AW
SUP-02,LOT-3583,362-DEF,FXH***********NA1
SUP-02,LOT-9711,409-ABC,4FU***********HCX
SUP-02,LOT-6314,369-DEF,UZ5***********C4X
SUP-09,LOT-5733,266-JKL,3PK***********DNU
SUP-09,LOT-6691,691-JKL,MT2***********K7A
SUP-01,LOT-5290,445-DEF,2KY***********KJR
SUP-09,LOT-1456,600-JKL,35Z***********98B
SUP-01,LOT-5670,856-ABC,ADH***********T4U
SUP-02,LOT-4641,591-ABC,Z16***********G70
SUP-02,LOT-1966,988-ABC,HR5***********7TK
SUP-02,LOT-3945,327-GHI,BAE***********Z0R
SUP-01,LOT-8620,249-ABC,V4Y***********VX3
SUP-01,LOT-8654,847-GHI,0KZ***********M02
SUP-02,LOT-8390,544-ABC,ZX8***********HGY
SUP-02,LOT-6586,532-JKL,6RJ***********010
SUP-01,LOT-9569,577-ABC,C85***********6EG
SUP-01,LOT-7143,509-ABC,ETE***********8E2
SUP-09,LOT-3142,185-DEF,EEX***********FSJ
SUP-01,LOT-7790,704-JKL,XDY***********HM1
SUP-09,LOT-5194,655-GHI,W2M***********WNP
SUP-01,LOT-4366,678-JKL,PNA***********WJS
SUP-02,LOT-6030,888-DEF,C8U***********ADW
SUP-01,LOT-4186,160-DEF,DZF***********GZC
SUP-01,LOT-7390,587-GHI,DL6***********MKB
SUP-09,LOT-5159,878-DEF,JZ5***********AC0
SUP-09,LOT-2133,425-ABC,4XG***********YT3
SUP-09,LOT-5813,543-JKL,U5G***********67P
SUP-02,LOT-5142,296-ABC,AGE***********2EK
SUP-01,LOT-3984,132-ABC,AAZ***********D7G
SUP-09,LOT-6953,701-DEF,6NP***********SSD
SUP-01,LOT-3394,375-JKL,64V***********P0P
SUP-09,LOT-5729,246-ABC,4B1***********VTS
SUP-02,LOT-6596,699-ABC,5X8***********ML5
SUP-02,LOT-5976,804-ABC,1NT***********098
SUP-01,LOT-3186,198-GHI,N0L***********0WL
SUP-01,LOT-4503,710-JKL,GW0***********16T
SUP-09,LOT-7647,781-ABC,KNT***********J3V
SUP-09,LOT-4532,623-DEF,0S0***********F6X
SUP-09,LOT-8757,613-GHI,JXS***********W8P
SUP-01,LOT-1488,273-DEF,8V4***********55H
SUP-01,LOT-5873,105-DEF,4CV***********BSJ
SUP-02,LOT-9812,879-ABC,L4H***********9ZE
SUP-02,LOT-5992,683-GHI,A4D***********B8J
SUP-09,LOT-9157,970-ABC,5DB***********HEY
SUP-01,LOT-7664,461-JKL,01K***********2W4
SUP-09,LOT-9122,732-DEF,TRY***********8L3
SUP-09,LOT-6258,362-GHI,LM6***********7DN
SUP-09,LOT-3162,873-GHI,Y0N***********GP7
SUP-02,LOT-8024,971-DEF,2DM***********VN6
SUP-02,LOT-7663,570-GHI,EEF***********GG0
SUP-01,LOT-4531,238-JKL,EN6***********YP2
SUP-01,LOT-4315,108-JKL,SGL***********UNV
SUP-01,LOT-8674,695-DEF,0P5***********WD9
SUP-02,LOT-2537,518-DEF,D1U***********K0H
SUP-02,LOT-5206,893-JKL,ML5***********Z61
SUP-02,LOT-7974,226-DEF,22F***********1A6
SUP-09,LOT-4851,767-DEF,A3M***********WWT
SUP-09,LOT-4703,128-JKL,YGS***********E2R
SUP-09,LOT-6572,698-JKL,35Y***********5HT
SUP-01,LOT-5649,663-ABC,M6X***********JAY
SUP-09,LOT-5623,778-DEF,RHU***********TT0
SUP-01,LOT-9566,426-JKL,419***********D61
SUP-02,LOT-1954,245-ABC,3WF***********M85
SUP-02,LOT-6590,930-GHI,PD8***********YEK
SUP-09,LOT-9351,896-JKL,C44***********FX1
SUP-09,LOT-2862,884-JKL,6WJ***********RFA
SUP-01,LOT-5639,497-JKL,UF9***********623
SUP-01,LOT-8174,963-DEF,PKZ***********U7K
SUP-09,LOT-6117,621-GHI,JUS***********VH4
SUP-02,LOT-6856,943-JKL,US3***********3PF
SUP-09,LOT-1685,105-JKL,WDZ***********VZ4
SUP-02,LOT-5681,924-JKL,DFY***********MLV
SUP-02,LOT-4307,771-JKL,N8S***********V4S
SUP-09,LOT-9450,312-GHI,CD9***********UZ5
SUP-01,LOT-7213,677-ABC,0PM***********C84
SUP-09,LOT-7325,174-DEF,9SY***********LN8
SUP-02,LOT-7132,364-GHI,KH0***********ANR
SUP-09,LOT-4783,590-ABC,43K***********RGR
SUP-09,LOT-6685,116-ABC,41U***********BTM
SUP-01,LOT-7049,453-DEF,FYK***********KTU
SUP-02,LOT-4544,615-DEF,MVL***********L69
SUP-02,LOT-6199,672-GHI,0VE***********NW7
SUP-02,LOT-6602,233-ABC,P7H***********J5K
SUP-01,LOT-3499,531-JKL,LHF***********GB7
SUP-02,LOT-3971,856-ABC,YMV***********CL2
SUP-01,LOT-9198,586-GHI,WKD***********VR5
SUP-09,LOT-2248,689-GHI,3AT***********E7V
SUP-02,LOT-9833,205-GHI,TWA***********J4L
SUP-02,LOT-6170,324-DEF,5Y0***********CC3
SUP-01,LOT-1106,800-GHI,PK3***********6UY
SUP-02,LOT-2540,747-DEF,447***********7PB
SUP-01,LOT-5636,663-JKL,ZXX***********XX9
SUP-02,LOT-5870,805-JKL,Y8C***********6LH
SUP-02,LOT-9640,820-ABC,H2V***********F41
SUP-09,LOT-5988,734-JKL,HVU***********JZ2
SUP-02,LOT-2825,881-DEF,YJC***********9YV
SUP-09,LOT-1890,836-JKL,XYG***********GTG
SUP-02,LOT-2881,866-JKL,8LL***********RND
SUP-09,LOT-6748,265-JKL,9S2***********2RF
SUP-02,LOT-6751,510-JKL,V0V***********63X
SUP-09,LOT-4669,510-DEF,7TJ***********DGK
SUP-01,LOT-1240,890-GHI,UMM***********NUY
SUP-02,LOT-8846,717-DEF,EZ0***********GAL
SUP-01,LOT-4490,351-ABC,Z6N***********Y3A
SUP-02,LOT-5950,607-DEF,BN4***********MEM
SUP-02,LOT-6174,584-ABC,M0U***********P4V
SUP-09,LOT-4029,981-DEF,LS1***********9A6
SUP-02,LOT-5358,861-JKL,ED2***********UFW
SUP-01,LOT-4503,415-DEF,V73***********DVJ
SUP-09,LOT-2410,644-DEF,7A8***********4HC
SUP-01,LOT-4972,228-ABC,AJU***********VWB
SUP-09,LOT-4305,235-JKL,FS7***********GLL
SUP-01,LOT-1385,478-JKL,80K***********K7P
SUP-02,LOT-4905,424-DEF,GFY***********WMK
SUP-09,LOT-9345,892-GHI,LEH***********4HA
SUP-01,LOT-4449,939-DEF,4LA***********BPG
SUP-09,LOT-4772,456-DEF,XAX***********000
SUP-01,LOT-1100,883-JKL,H5G***********4C4
SUP-01,LOT-1084,146-ABC,X5G***********T1S
SUP-01,LOT-1909,934-DEF,3V8***********FE9
SUP-02,LOT-3985,356-GHI,KSZ***********9N3
SUP-01,LOT-5974,344-DEF,Y0T***********0NG
SUP-02,LOT-1314,849-DEF,C04***********BCU
SUP-01,LOT-4159,851-DEF,162***********35D
SUP-01,LOT-8241,501-JKL,NKP***********T12
SUP-01,LOT-4428,722-JKL,V2G***********R5G
SUP-09,LOT-4281,657-JKL,3ZD***********LRE
SUP-09,LOT-1890,394-ABC,30W***********U8M
SUP-01,LOT-8071,698-JKL,N1V***********MCH
SUP-09,LOT-8843,157-GHI,ANM***********9YM
SUP-01,LOT-6148,907-JKL,5JP***********60N
SUP-01,LOT-5995,830-GHI,A06***********35G
SUP-09,LOT-6792,675-JKL,P81***********BVA
SUP-02,LOT-3073,476-DEF,536***********JED
SUP-01,LOT-2237,250-JKL,H6V***********RAV
SUP-09,LOT-3033,234-JKL,64L***********XHZ
SUP-09,LOT-8766,982-JKL,NL6***********CFP
SUP-01,LOT-3681,126-JKL,46N***********AYF
SUP-02,LOT-4567,183-JKL,SCA***********D0Z
SUP-09,LOT-6553,829-DEF,1JR***********Z0R
SUP-02,LOT-7957,433-DEF,JKC***********0X5
SUP-01,LOT-4077,910-ABC,V8E***********FWP
SUP-02,LOT-2828,917-ABC,DFK***********V5G
SUP-01,LOT-4272,802-JKL,T4Y***********0WZ
SUP-01,LOT-9183,790-DEF,BF0***********PPK
SUP-09,LOT-5964,991-DEF,J0Z***********HEC
SUP-09,LOT-9571,238-ABC,KBN***********2UJ
