Event_ID,Line,Station,TS,Part_No,BOM_Version,Torque,Pressure,Cycle_Time,Defect,Inspection_Source,Tool_ID,Supplier,VIN,WO,Rework_Flag,Scrap_Reason,Calibration_Factor,Shift,Temp_C,Shift_Derived
3927,GA-1,STN-01,2026-03-11 14:43:00,951-ABC,BOM-1,54.5184,10.19696,62.44,REPAIR,AUTO,TL-004,SUP-02,VC3***********7KK,WO-90297,False,Temperature High,1.0096,Evening,71.88352,Evening
4034,GA-1,STN-01,2026-03-11 15:36:00,298-GHI,BOM-2,53.7367,10.74734,75.85,REJECT,Automated,TL-018,sup-01,GA8***********4ZM,WO-50255,False,Torque Out of Spec,1.0139,Evening,86.99262,Evening
4047,GA-2,STN-01,2026-03-11 15:43:00,206-GHI,BOM-2,48.15204000000001,7.8296,81.38,,AUTO,TL-015,sup-09,FMW***********F6A,WO-10529,False,Leak Detected,0.9787,Evening,83.57010555555556,Evening
4079,GA-2,STN-01,2026-03-11 15:59:00,758-DEF,BOM-1,49.1472,10.239,55.66,REJECT,Human,TL-005,SUP-01,37C***********1TT,WO-36475,False,Visual Defect,1.0239,Evening,82.01438999999999,Evening
4088,GA-2,STN-01,2026-03-11 16:03:00,357-DEF,BOM-1,43.1595,12.3015,49.61,UNKNOWN,HUMAN,TL-005,SUP-09,C4U***********VZS,WO-70215,False,,1.0425,Evening,75.16425,Evening
4096,GA-1,STN-01,2026-03-11 16:07:00,773-GHI,BOM-1,40.57376,9.65104,48.83,,Automated,TL-022,sup-01,U3E***********ZAC,WO-67998,False,Torque Out of Spec,0.9848,Evening,67.9512,Evening
4132,GA-1,STN-01,2026-03-11 16:25:00,780-ABC,BOM-1,47.60448,9.89184,78.46,REJECT,Human,TL-009,SUP-01,BHA***********WFP,WO-24742,False,Temperature High,1.0304,Evening,78.72256,Evening
4093,GA-2,STN-01,2026-03-11 17:10:00,223-GHI,BOM-3,46.061400000000006,10.5682,43.07,REPAIR,automated,TL-020,sup-01,CMF***********2WR,WO-94439,False,Visual Defect,0.997,Evening,84.96655555555556,Evening
4247,GA-2,STN-01,2026-03-11 17:23:00,246-GHI,BOM-2,50.89049,11.727941642879799,56.17,,automated,TL-003,SUP-01,VF0***********W9B,WO-86543,False,,0.9959,Evening,64.33514,Evening
4249,GA-2,STN-01,2026-03-11 17:24:00,767-GHI,BOM-2,46.47321,8.62083,49.56,REJECT,AUTO,TL-014,sup-09,5NS***********E2H,WO-76082,False,Leak Detected,0.9909,Evening,81.15471000000001,Evening
4262,GA-2,STN-01,2026-03-11 17:30:00,222-GHI,BOM-3,56.09484,8.87832,72.36,,Human,TL-016,SUP-09,R32***********K8J,WO-12309,False,Visual Defect,1.0089,Evening,72.6408,Evening
4298,GA-1,STN-01,2026-03-11 17:48:00,347-GHI,BOM-3,48.15237,11.754539999999999,74.55,REPAIR,Automated,TL-010,SUP-01,ZTF***********YB0,WO-73306,False,,1.0311,Evening,82.17867,Evening
4366,GA-1,STN-01,2026-03-11 18:22:00,361-ABC,BOM-3,54.56984,8.788207228450476,82.4,REJECT,automated,TL-024,sup-01,94X***********6K4,WO-20045,False,,0.9958,Evening,77.6724,Evening
4394,GA-2,STN-01,2026-03-11 18:36:00,178-ABC,BOM-1,43.751979999999996,11.75714,64.56,REPAIR,Automated,TL-024,SUP-02,1TW***********LYP,WO-84995,False,Visual Defect,0.9637,Evening,88.37129,Evening
4402,GA-1,STN-01,2026-03-11 18:40:00,,BOM-3,45.47241,9.818990000000001,57.95,UNKNOWN,HUMAN,TL-014,sup-09,3TM***********M0A,WO-73303,False,,0.9533,Evening,77.21730000000001,Evening
4415,GA-2,STN-01,2026-03-11 18:47:00,497-ABC,BOM-3,49.68708,11.00791,61.0,REPAIR,HUMAN,TL-015,SUP-09,FAP***********D0R,WO-71102,False,Temperature High,1.0099,Evening,83.21576,Evening
4396,GA-2,STN-01,2026-03-11 19:10:00,509-GHI,BOM-1,51.21791999999999,7.785479667397509,65.13,,human,TL-013,SUP-01,CBF***********TKF,WO-19221,False,Torque Out of Spec,0.9984,Evening,77.27616,Evening
4471,GA-1,STN-01,2026-03-11 19:15:00,851-DEF,BOM-2,51.49485,8.69913,73.75,REJECT,automated,TL-017,sup-02,AEA***********6WJ,WO-14873,False,Torque Out of Spec,0.9999,Evening,82.29177,Evening
4499,GA-2,STN-01,2026-03-11 19:29:00,255-GHI,BOM-2,51.96288,9.1341,44.86,REJECT,human,TL-021,SUP-02,9N0***********BNU,WO-85446,False,Temperature High,1.0149,Evening,71.75343,Evening
4521,GA-2,STN-01,2026-03-11 19:40:00,819-DEF,BOM-3,44.780460000000005,9.600945958990058,47.91,REPAIR,HUMAN,TL-011,SUP-09,335***********5TR,WO-91459,False,Torque Out of Spec,1.0018,Evening,82.44814,Evening
4533,GA-2,STN-01,2026-03-11 19:46:00,363-ABC,BOM-1,58.303799999999995,,68.67,REPAIR,human,TL-002,sup-09,HMD***********ZY6,WO-60174,False,Torque Out of Spec,0.9882,Evening,83.89818,Evening
4545,GA-2,STN-01,2026-03-11 19:52:00,943-DEF,BOM-2,54.30479999999999,13.26765,67.43,OK,human,TL-020,SUP-09,GJY***********9UW,WO-21934,False,Leak Detected,1.0285,Evening,71.3779,Evening
4620,GA-2,STN-01,2026-03-11 20:29:00,495-ABC,BOM-3,52.0036,10.69508,49.36,REJECT,Human,TL-003,SUP-09,Y2K***********24K,WO-81104,False,Torque Out of Spec,0.9812,Evening,81.34148,Evening
4656,GA-2,STN-01,2026-03-11 20:47:00,192-GHI,BOM-3,49.91248,10.261570760766144,67.12,UNKNOWN,human,TL-013,SUP-02,8X4***********Z6Y,WO-95625,False,Visual Defect,1.0063,Evening,93.28401,Evening
4668,GA-2,STN-01,2026-03-11 20:53:00,883-GHI,BOM-3,53.794799999999995,9.264660000000001,51.08,UNKNOWN,human,TL-011,SUP-09,5W0***********0CF,WO-96868,False,Leak Detected,0.9962,Evening,82.08688000000001,Evening
4682,GA-1,STN-01,2026-03-11 21:00:00,877-DEF,BOM-3,52.1261,10.8381,60.57,,Automated,TL-020,sup-01,K87***********FZ8,WO-15538,False,,1.0322,Evening,67.40266,Evening
4688,GA-2,STN-01,2026-03-11 21:03:00,878-GHI,BOM-2,41.624500000000005,10.47958,60.13,REJECT,Automated,TL-012,sup-09,LMB***********LK1,WO-95172,False,Temperature High,0.9794,Evening,68.36212,Evening
4724,GA-2,STN-01,2026-03-11 21:21:00,594-DEF,BOM-2,48.52294,11.369259090721053,70.9,,AUTO,TL-021,SUP-09,TVE***********8EN,WO-58286,False,Visual Defect,1.0067,Evening,74.38394444444444,Evening
4735,GA-2,STN-01,2026-03-11 21:27:00,,BOM-3,48.5329,8.264675464361062,56.75,REPAIR,HUMAN,TL-002,SUP-01,GP0***********SC4,WO-96788,False,,1.009,Evening,75.47319999999999,Evening
4746,GA-1,STN-01,2026-03-11 21:32:00,588-GHI,BOM-2,51.2487,8.981756505191743,52.67,REJECT,human,TL-024,SUP-01,ZSK***********DDJ,WO-24241,False,Torque Out of Spec,0.999,Evening,92.2077,Evening
4849,GA-1,STN-01,2026-03-11 22:24:00,786-DEF,BOM-2,49.105,9.804884237234381,58.57,REPAIR,human,TL-020,SUP-01,402***********EEB,WO-71028,False,Temperature High,0.9821,Night,74.24676,Night
4874,GA-2,STN-01,2026-03-11 22:36:00,748-ABC,BOM-2,44.0792,10.768255215874461,57.11,REJECT,Human,TL-004,SUP-02,S7K***********FYT,WO-84087,False,Temperature High,1.0018,Night,73.83266,Night
4882,GA-1,STN-01,2026-03-11 22:40:00,893-DEF,BOM-2,51.89858,8.78439,70.52,REPAIR,HUMAN,TL-002,SUP-09,M7B***********GDN,WO-30656,False,Temperature High,1.0097,Night,74.21295,Night
4912,GA-2,STN-01,2026-03-11 22:55:00,945-GHI,BOM-1,52.626,10.92616,59.13,REPAIR,automated,TL-002,sup-02,B30***********RDC,WO-24495,False,Torque Out of Spec,1.0024,Night,73.1752,Night
4913,GA-1,STN-01,2026-03-11 22:56:00,913-DEF,BOM-3,51.70158,12.731042899102304,45.49,REJECT,AUTO,TL-006,sup-01,2E1***********A3P,WO-56897,False,Torque Out of Spec,0.9981,Night,69.56757,Night
4931,GA-2,STN-01,2026-03-11 23:05:00,320-GHI,BOM-1,55.03404,9.48152,61.4,UNKNOWN,Human,TL-015,sup-02,AS3***********X96,WO-15196,False,Temperature High,1.0306,Night,73.48178,Night
4940,GA-2,STN-01,2026-03-11 23:09:00,127-GHI,BOM-2,46.4204,13.8645,54.57,,AUTO,TL-013,SUP-02,Y8C***********JLG,WO-93219,False,Leak Detected,1.027,Night,97.7704,Night
4969,GA-1,STN-01,2026-03-11 23:24:00,154-ABC,BOM-1,47.35332,8.875365076738511,32.16,REJECT,Automated,TL-016,sup-02,BZ5***********9M1,WO-59916,False,Temperature High,0.9804,Night,85.6216,Night
4992,GA-1,STN-01,2026-03-11 23:35:00,437-GHI,BOM-1,50.062810000000006,9.993965029854245,57.94,REPAIR,Automated,TL-011,sup-01,KY8***********NLM,WO-84328,False,Temperature High,1.0073,Night,73.83509000000001,Night
4999,GA-1,STN-01,2026-03-11 23:39:00,101-ABC,BOM-3,48.7693,10.4922,43.12,REJECT,Automated,TL-016,,T92***********SEU,WO-96373,False,,0.9715,Night,61.5931,Night
5011,GA-1,STN-01,2026-03-11 23:45:00,815-DEF,BOM-1,53.61972,11.070251933975923,61.01,REJECT,human,TL-011,sup-09,6EF***********4JV,WO-85779,False,Torque Out of Spec,0.9948,Night,96.69456000000001,Night
5019,GA-2,STN-01,2026-03-11 23:49:00,,BOM-2,44.6116,11.35568,58.44,,human,TL-022,SUP-01,8UP***********SU0,WO-63766,False,Visual Defect,1.0139,Night,79.25318333333334,Night
5027,GA-2,STN-01,2026-03-11 23:53:00,971-DEF,BOM-2,47.60678,11.27529,86.09,REJECT,Human,TL-022,SUP-09,8VZ***********M84,WO-28319,False,Leak Detected,0.9637,Night,74.78312,Night
5139,GA-2,STN-01,2026-03-12 00:49:00,378-DEF,BOM-3,46.906890000000004,11.357151918807487,51.35,REJECT,Human,TL-004,sup-02,V8C***********DWT,WO-39195,False,,0.9959,Night,60.15236,Night
5181,GA-1,STN-01,2026-03-12 01:10:00,380-GHI,BOM-2,46.66264,9.89208,65.24,REPAIR,HUMAN,TL-020,sup-09,42T***********2E8,WO-83568,False,Torque Out of Spec,0.9992,Night,93.4252,Night
5186,GA-1,STN-01,2026-03-12 01:12:00,667-DEF,BOM-2,51.69787,7.6889199999999995,59.35,REJECT,Human,TL-009,sup-09,VHY***********DAX,WO-26405,False,Torque Out of Spec,1.0117,Night,64.95114000000001,Night
5201,GA-2,STN-01,2026-03-12 01:20:00,178-GHI,BOM-2,49.86872999999999,11.56799,62.38,REPAIR,AUTO,TL-010,SUP-09,MAB***********2T1,WO-13558,False,Leak Detected,0.9721,Night,87.68342,Night
5241,GA-2,STN-01,2026-03-12 01:40:00,848-GHI,BOM-2,52.37888,9.888012796646397,63.01,REPAIR,human,TL-006,sup-09,YJ1***********3P6,WO-81725,False,Leak Detected,0.9664,Night,62.13952,Night
5253,GA-1,STN-01,2026-03-12 01:46:00,906-GHI,BOM-1,50.55500000000001,10.275661550766007,49.21,REJECT,AUTO,TL-019,SUP-09,6DF***********18C,WO-86679,False,Leak Detected,1.0111,Night,78.76469000000002,Night
5274,GA-2,STN-01,2026-03-12 01:56:00,728-ABC,BOM-1,52.4435,10.78555,46.13,REPAIR,Automated,TL-008,sup-02,2B2***********9TX,WO-48727,False,Visual Defect,0.9895,Night,93.70565,Night
5295,GA-2,STN-01,2026-03-12 02:07:00,119-DEF,BOM-2,51.454449999999994,9.041246431969551,64.09,REPAIR,HUMAN,TL-004,SUP-02,USY***********ZKS,WO-52399,False,Temperature High,1.0189,Night,81.20633,Night
5320,GA-1,STN-01,2026-03-12 02:19:00,256-GHI,BOM-3,51.36669,8.911570000000001,65.54,REJECT,Human,TL-018,sup-02,PFH***********V9C,WO-36180,False,Leak Detected,1.0013,Night,68.75593333333335,Night
5333,GA-2,STN-01,2026-03-12 02:26:00,,BOM-2,50.866550000000004,11.161010000000001,57.91,REJECT,Automated,TL-024,SUP-09,10H***********GSY,WO-87171,False,Temperature High,0.9877,Night,71.60825,Night
5352,GA-1,STN-01,2026-03-12 02:35:00,554-DEF,BOM-1,53.46215,9.550519999999999,44.78,REPAIR,HUMAN,TL-017,SUP-02,AE6***********SNZ,WO-42618,False,Leak Detected,1.0381,Night,93.74043,Night
5367,GA-2,STN-01,2026-03-12 02:42:00,914-GHI,BOM-2,46.897920000000006,11.625119999999999,76.92,,automated,TL-015,sup-09,SRM***********S5B,WO-11135,False,Torque Out of Spec,0.9936,Night,98.42160000000001,Night
5370,GA-2,STN-01,2026-03-12 02:44:00,862-GHI,BOM-2,60.49029999999999,9.6538,65.74,REPAIR,human,TL-001,SUP-01,HWF***********ZWG,WO-60465,False,Temperature High,1.027,Night,66.755,Night
5382,GA-1,STN-01,2026-03-12 02:50:00,551-DEF,BOM-3,47.39583,9.43857,37.8,REJECT,Human,TL-015,SUP-01,8MU***********NTB,WO-46007,False,Torque Out of Spec,1.0149,Night,96.92294999999999,Night
5514,GA-1,STN-01,2026-03-12 03:56:00,680-GHI,BOM-2,45.97606999999999,9.949127814779573,60.34,REJECT,Automated,TL-007,SUP-02,FSJ***********ZVF,WO-48902,False,Leak Detected,0.9803,Night,83.03141,Night
5568,GA-1,STN-01,2026-03-12 04:23:00,910-DEF,BOM-3,42.78494,7.687243343123871,48.03,REPAIR,human,TL-023,sup-09,NWH***********NE6,WO-95816,False,Temperature High,0.9746,Night,77.38324,Night
5577,GA-2,STN-01,2026-03-12 04:28:00,764-ABC,BOM-3,50.9756,10.38845750768764,56.33,REPAIR,human,TL-015,sup-02,DAC***********74X,WO-85405,False,Visual Defect,0.9803,Night,68.13085,Night
5588,GA-1,STN-01,2026-03-12 04:33:00,152-ABC,BOM-2,53.50653,10.02627,64.99,REPAIR,Human,TL-010,sup-02,RV4***********NFW,WO-24071,False,Leak Detected,0.9927,Night,87.45687,Night
5626,GA-2,STN-01,2026-03-12 04:52:00,288-GHI,BOM-2,57.738119999999995,6.792719999999999,60.51,,automated,TL-014,SUP-02,4X2***********PBB,WO-74207,False,Torque Out of Spec,1.0292,Night,83.87979999999999,Night
5762,GA-2,STN-01,2026-03-12 06:00:00,799-ABC,BOM-3,53.02703999999999,8.88399522883658,69.22,REJECT,AUTO,TL-019,SUP-09,JLJ***********PPT,WO-62390,False,,1.0043,Morning,75.02121,Morning
5792,GA-1,STN-01,2026-03-12 06:15:00,325-DEF,BOM-3,50.270340000000004,12.94386,68.01,REJECT,Human,TL-013,SUP-01,UAJ***********EC6,WO-59271,False,Torque Out of Spec,1.0034,Morning,67.89673333333334,Morning
5825,GA-2,STN-01,2026-03-12 06:32:00,815-ABC,BOM-1,41.038650000000004,10.133000000000001,59.56,REJECT,Human,TL-006,SUP-02,C5J***********2FG,WO-27277,False,Visual Defect,1.0133,Morning,79.84804,Morning
5828,GA-1,STN-01,2026-03-12 06:33:00,110-ABC,BOM-1,62.93178,8.84664,61.2,REJECT,Human,TL-015,sup-02,GWT***********ZC6,WO-51222,False,Visual Defect,1.0053,Morning,73.78902000000001,Morning
5848,GA-1,STN-01,2026-03-12 06:43:00,805-ABC,BOM-3,56.4564,11.296487816985893,54.65,REPAIR,Human,TL-010,sup-01,K8E***********4CV,WO-74835,False,Leak Detected,0.987,Morning,78.6639,Morning
5902,GA-2,STN-01,2026-03-12 07:10:00,584-ABC,BOM-3,49.58096,9.62936,56.85,UNKNOWN,Automated,TL-006,sup-01,ZT2***********1R8,WO-15245,False,Torque Out of Spec,1.0244,Morning,65.04939999999999,Morning
5983,GA-1,STN-01,2026-03-12 07:51:00,543-ABC,BOM-3,48.44,11.72248,58.44,,Human,TL-011,sup-09,1SN***********AKF,WO-13165,False,Temperature High,0.9688,Morning,80.60416000000001,Morning
5985,GA-2,STN-01,2026-03-12 07:52:00,419-ABC,BOM-1,37.0548,12.318750000000001,58.5,REPAIR,Human,TL-007,SUP-02,XN6***********WL2,WO-30880,False,Visual Defect,0.9855,Morning,91.55295000000001,Morning
6072,GA-2,STN-01,2026-03-12 08:35:00,853-ABC,BOM-2,43.34329999999999,11.011,58.89,REPAIR,Automated,TL-011,sup-02,GBL***********DFJ,WO-59600,False,Torque Out of Spec,1.001,Morning,74.90816666666666,Morning
6193,GA-2,STN-01,2026-03-12 09:36:00,180-ABC,BOM-3,44.28536,9.48972,56.98,REJECT,automated,TL-005,sup-09,3DL***********85W,WO-66585,False,Temperature High,1.0204,Morning,64.48928000000001,Morning
6206,GA-2,STN-01,2026-03-12 09:42:00,245-ABC,BOM-3,41.728939999999994,10.882060563438547,56.81,REPAIR,Human,TL-022,SUP-09,BE3***********ZJ6,WO-48998,False,Torque Out of Spec,0.9983,Morning,100.8283,Morning
6207,GA-1,STN-01,2026-03-12 09:43:00,897-GHI,BOM-1,52.135,11.78251,59.19,REJECT,Human,TL-015,sup-01,ZH5***********TDH,WO-38122,False,Temperature High,1.0427,Morning,75.80429,Morning
6214,GA-1,STN-01,2026-03-12 09:46:00,359-ABC,BOM-3,51.8619,9.05041,70.85,,Human,TL-013,SUP-02,8SA***********6A9,WO-83935,False,Leak Detected,1.0169,Morning,100.97816999999999,Morning
6215,GA-2,STN-01,2026-03-12 09:47:00,190-GHI,BOM-2,52.98224,10.73432,58.38,UNKNOWN,Human,TL-008,sup-02,L1N***********MZD,WO-49773,False,Leak Detected,0.9848,Morning,71.29952,Morning
6246,GA-1,STN-01,2026-03-12 10:02:00,263-ABC,BOM-3,56.85174,10.098,37.46,REPAIR,Human,TL-009,SUP-01,VN8***********WP8,WO-82423,False,Temperature High,1.0098,Morning,76.2399,Morning
6274,GA-2,STN-01,2026-03-12 10:16:00,468-ABC,BOM-1,66.47595,9.337079999999998,54.5,REPAIR,Automated,TL-023,SUP-01,P45***********VXK,WO-61839,False,Temperature High,1.0149,Morning,92.35589999999999,Morning
6315,GA-1,STN-01,2026-03-12 10:37:00,947-ABC,BOM-3,59.458560000000006,9.50528,61.81,REJECT,automated,TL-021,sup-02,5LD***********FNH,WO-23490,False,Temperature High,1.0112,Morning,92.22144000000002,Morning
6331,GA-1,STN-01,2026-03-12 10:45:00,666-ABC,BOM-3,57.892120000000006,7.28712,56.98,,human,TL-012,SUP-09,RUY***********5XH,WO-93961,False,Temperature High,1.0121,Morning,72.76999,Morning
6345,GA-1,STN-01,2026-03-12 10:52:00,,BOM-2,49.985,6.499793847129718,58.23,REJECT,automated,TL-010,SUP-02,MU8***********Y3J,WO-73300,False,Leak Detected,0.9997,Morning,69.87903000000001,Morning
6348,GA-2,STN-01,2026-03-12 10:53:00,425-GHI,BOM-3,48.49256,9.53952,66.79,,Human,TL-011,sup-01,JEM***********PJT,WO-33881,False,Temperature High,0.9937,Morning,76.5149,Morning
6403,GA-2,STN-01,2026-03-12 11:21:00,,BOM-1,50.11503,9.931411078475985,69.29,UNKNOWN,Automated,TL-022,SUP-01,N1B***********4P7,WO-38985,False,Visual Defect,1.0003,Morning,87.22616,Morning
6417,GA-1,STN-01,2026-03-12 11:28:00,799-ABC,BOM-2,56.25471999999999,10.59728,75.04,UNKNOWN,human,TL-003,sup-09,K56***********GZ6,WO-92915,False,Temperature High,0.9904,Morning,69.87822222222222,Morning
6427,GA-1,STN-01,2026-03-12 11:33:00,735-ABC,BOM-1,55.07399999999999,11.657999999999998,61.67,REJECT,automated,TL-006,SUP-01,DFS***********XUG,WO-55632,False,Temperature High,1.005,Morning,83.41499999999999,Morning
6464,GA-1,STN-01,2026-03-12 11:51:00,486-ABC,BOM-2,54.81681999999999,10.800339999999998,63.19,UNKNOWN,HUMAN,TL-019,sup-02,0XJ***********G14,WO-29743,False,Visual Defect,1.0189,Morning,88.36127222222223,Morning
6483,GA-2,STN-01,2026-03-12 12:01:00,489-DEF,BOM-1,48.06816,8.4592,56.22,REPAIR,Human,TL-008,sup-02,4CP***********E59,WO-90294,False,Visual Defect,0.9952,Morning,82.21457777777778,Morning
6579,GA-2,STN-01,2026-03-12 12:49:00,999-ABC,BOM-1,40.0302,8.687366069581763,58.53,UNKNOWN,human,TL-009,SUP-01,BAK***********HMJ,WO-46463,False,Leak Detected,0.9531,Morning,56.17995,Morning
6521,GA-2,STN-01,2026-03-12 13:10:00,763-DEF,BOM-3,53.3092,10.411200000000001,61.38,UNKNOWN,human,TL-001,sup-02,E5X***********KUB,WO-77296,False,Temperature High,0.964,Morning,80.59039999999999,Morning
6624,GA-2,STN-01,2026-03-12 13:11:00,874-DEF,BOM-1,50.081199999999995,10.916700450916313,63.56,REJECT,AUTO,TL-019,sup-09,C4P***********YHH,WO-35426,False,,0.9631,Morning,75.1218,Morning
6724,GA-2,STN-01,2026-03-12 14:01:00,752-DEF,BOM-1,43.6837,9.65105,57.17,REJECT,Human,TL-021,sup-02,X7M***********VHN,WO-88133,False,Leak Detected,1.0159,Evening,95.39301,Evening
6742,GA-1,STN-01,2026-03-12 14:10:00,207-ABC,BOM-2,57.836240000000004,9.975240000000001,63.17,OK,automated,TL-008,SUP-01,VR2***********LM2,WO-22324,False,Visual Defect,1.0076,Evening,96.02428,Evening
6752,GA-1,STN-01,2026-03-12 14:15:00,174-ABC,BOM-1,49.65496,10.575600000000001,54.94,,Automated,TL-015,sup-02,RW8***********XE8,WO-40583,False,Visual Defect,1.0072,Evening,95.28112,Evening
6765,GA-2,STN-01,2026-03-12 14:22:00,956-GHI,BOM-3,49.212199999999996,11.6394,64.87,,HUMAN,TL-019,sup-02,9YP***********02H,WO-27029,False,Leak Detected,1.021,Evening,92.8089,Evening
6790,GA-1,STN-01,2026-03-12 14:34:00,483-DEF,BOM-2,46.72647,12.653009999999998,61.08,REJECT,Human,TL-013,sup-02,KP4***********8PG,WO-83016,False,,0.9963,Evening,79.10622000000001,Evening
7058,GA-1,STN-01,2026-03-12 16:48:00,177-ABC,BOM-2,45.36672,7.801919999999999,47.65,REJECT,human,TL-012,sup-01,6GR***********2LK,WO-94785,False,Visual Defect,0.9632,Evening,95.08924444444445,Evening
7076,GA-1,STN-01,2026-03-12 16:57:00,233-GHI,BOM-2,39.171279999999996,9.43764,62.8,UNKNOWN,HUMAN,TL-013,SUP-01,KAC***********0JX,WO-91823,False,,1.0148,Evening,99.24743999999998,Evening
7098,GA-1,STN-01,2026-03-12 17:08:00,660-GHI,BOM-1,51.5928,12.1212,45.54,UNKNOWN,HUMAN,TL-024,sup-01,BL1***********RPW,WO-10635,False,Temperature High,1.036,Evening,66.2004,Evening
6965,GA-1,STN-01,2026-03-12 17:10:00,589-DEF,BOM-2,57.534929999999996,10.64346,67.2,UNKNOWN,automated,TL-006,SUP-09,GAF***********SGL,WO-76383,False,Leak Detected,1.0041,Evening,69.68454,Evening
7153,GA-2,STN-01,2026-03-12 17:36:00,115-ABC,BOM-2,54.068,9.998627945779726,65.09,REJECT,AUTO,TL-021,SUP-09,5X4***********688,WO-59464,False,Visual Defect,0.9655,Evening,75.57719444444444,Evening
7159,GA-2,STN-01,2026-03-12 17:39:00,433-ABC,BOM-3,50.588460000000005,11.67426,63.9,UNKNOWN,Automated,TL-011,sup-09,41T***********MGR,WO-47731,False,Torque Out of Spec,0.9978,Evening,58.57086,Evening
7166,GA-2,STN-01,2026-03-12 17:42:00,459-DEF,BOM-2,54.49289999999999,9.74488065196707,55.86,REPAIR,HUMAN,TL-010,SUP-02,PUZ***********ENT,WO-82679,False,Torque Out of Spec,1.011,Evening,81.3855,Evening
7214,GA-1,STN-01,2026-03-12 18:06:00,147-DEF,BOM-3,48.675979999999996,11.707760724775577,67.84,REPAIR,automated,TL-011,sup-01,AKD***********A5A,WO-27146,False,Torque Out of Spec,1.0162,Evening,63.5125,Evening
7218,GA-1,STN-01,2026-03-12 18:08:00,716-ABC,BOM-3,48.82149999999999,9.135,80.27,REPAIR,Automated,TL-017,sup-09,NJW***********4J6,WO-41278,False,Visual Defect,1.015,Evening,56.230999999999995,Evening
7244,GA-1,STN-01,2026-03-12 18:21:00,899-GHI,BOM-1,38.68683,10.20201,59.49,REJECT,Automated,TL-003,SUP-09,MAR***********RD4,WO-43671,False,,1.0101,Evening,69.09084,Evening
7265,GA-1,STN-01,2026-03-12 18:32:00,,BOM-2,53.58143999999999,12.279079999999999,69.56,REPAIR,HUMAN,TL-010,SUP-01,5CS***********VHH,WO-25109,False,Leak Detected,1.0148,Evening,84.63432,Evening
7296,GA-1,STN-01,2026-03-12 18:47:00,398-ABC,BOM-2,50.79,9.216845240557648,57.62,REJECT,HUMAN,TL-018,sup-02,5D9***********XHA,WO-95361,False,Visual Defect,1.0158,Evening,74.86446000000001,Evening
7302,GA-2,STN-01,2026-03-12 18:50:00,561-GHI,BOM-1,46.2668,8.103901046622266,54.16,REPAIR,Automated,TL-007,sup-01,8K4***********B6E,WO-27729,False,Temperature High,0.9844,Evening,64.4782,Evening
7374,GA-1,STN-01,2026-03-12 19:26:00,629-GHI,BOM-2,45.25344,10.32096,60.96,REJECT,human,TL-022,sup-09,GGZ***********RH6,WO-75055,False,Leak Detected,0.9924,Evening,69.66647999999999,Evening
7380,GA-1,STN-01,2026-03-12 19:29:00,968-DEF,BOM-3,50.05386000000001,12.128040000000002,48.74,REJECT,Automated,TL-022,SUP-02,2B5***********5HB,WO-82046,False,Leak Detected,1.0278,Evening,72.66546000000001,Evening
7413,GA-2,STN-01,2026-03-12 19:46:00,149-ABC,BOM-2,47.23348,6.74764,46.67,REPAIR,Human,TL-001,sup-09,SY1***********4ZM,WO-92379,False,Leak Detected,0.9923,Evening,88.91008,Evening
7415,GA-2,STN-01,2026-03-12 19:47:00,354-ABC,BOM-3,41.00224,10.151039999999998,56.24,REPAIR,AUTO,TL-008,SUP-09,5YC***********XDD,WO-75704,False,,0.9952,Evening,82.93333333333332,Evening
7447,GA-1,STN-01,2026-03-12 20:03:00,479-GHI,BOM-3,51.36061000000001,10.15151,45.34,REPAIR,AUTO,TL-014,SUP-01,FCR***********2UA,WO-43576,False,Leak Detected,1.0051,Evening,71.06057000000001,Evening
7452,GA-1,STN-01,2026-03-12 20:05:00,895-GHI,BOM-1,43.19615,9.41579,59.97,REJECT,automated,TL-018,SUP-09,YBW***********1V7,WO-86359,False,Visual Defect,0.9707,Evening,68.05685555555556,Evening
13,GA-2,STN-01,2026-10-03 06:06:00,753-GHI,BOM-2,50.12395,12.45625,30.56,REPAIR,AUTO,TL-020,sup-01,1JT***********U5E,WO-36841,False,,0.9965,Morning,82.7095,Morning
16,GA-2,STN-01,2026-10-03 06:07:00,679-DEF,BOM-2,45.96963,10.188137591527738,52.85,REJECT,Automated,TL-019,SUP-01,7C5***********3LE,WO-38609,False,Leak Detected,1.0059,Morning,79.16433,Morning
32,GA-1,STN-01,2026-10-03 06:15:00,536-DEF,BOM-1,49.300799999999995,9.03848,65.2,,HUMAN,TL-004,sup-09,LS7***********ZTT,WO-75382,False,Visual Defect,1.0271,Morning,81.85987,Morning
41,GA-2,STN-01,2026-10-03 06:20:00,533-GHI,BOM-2,53.13078,11.18022,67.12,,Human,TL-019,sup-09,HZJ***********HXT,WO-30249,False,Temperature High,0.9894,Morning,69.55481999999999,Morning
