Event_ID,Line,Station,TS,Part_No,BOM_Version,Torque,Temp,Pressure,Cycle_Time,Defect,Inspection_Source,Tool_ID,Supplier
190,ga-2,STN-02,2026-03-10 07:34,,BOM-3,49.9 Nm,,11.3 bar,67.0,REP,automated,TL-020,sup-09
191,ga-2, STN-06 ,10-03-2026 07:35,843-abc,BOM-1,43.6Nm,77.8C,159.3psi,63.18,REP,automated,TL-007,SUP-01
192,GA-2,STN-06,2026/03/10 07:35,564-DEF,BOM-3,55.4Nm,80.8 c,10.0 bar,57.39,REJ,Automated,TL-023,sup-01
193,GA-2,stn-03,10-03-2026 07:36,159DEF,BOM-3,49.3 Nm,88.7,11.4 bar,57.82,REP,Human,TL-009,SUP-01
194,GA-2,STN-01,2026/03/10 07:36,761GHI,BOM-3,62.4,73.0C,8.3 bar,60.62,Reject,Human,TL-018,SUP-01
195,ga-2,stn-03,2026-03-10 07:37,236-GHI,BOM-2,44.1Nm,74.7 c,12.7 bar,76.59,Repair,Human,TL-005,
196, Ga-2 , STN-04 ,2026-03-10 07:37,151def,BOM-1,57.9 Nm,187.8F,8.8 bar,63.48,na,Automated,TL-017,SUP-09
197,ga-1,STN-02,10-03-2026 07:38,611GHI,BOM-2,57.0Nm,64.8,130.6psi,50.57,REJ,HUMAN,TL-014,sup-01
198,ga-1,stn-04,10-03-2026 07:38,482ABC,BOM-2,47.9,89.9C,9.1 bar,55.65,Reject,automated,TL-011,sup-02
199, Ga-2 ,STN-01,,380abc,BOM-2,48.0 Nm,63.9 c,130.9psi,48.55,OK,Human,TL-007,sup-01
200,GA-2,STN-04,10-03-2026 07:39,969ABC,BOM-1,45.4 Nm,77.5C,140.8psi,41.1,REP,Human,TL-014,sup-09
201,GA-2,stn-02,2026/03/10 07:40,182-ghi,BOM-1,45.5Nm,147.2F,9.7 bar,48.38,REJ,automated,TL-010,SUP-09
202, Ga-1 ,STN-06,10-03-2026 07:40,148DEF,BOM-1,50.0,69.4 c,10.2 bar,61.2,Repair,human,TL-007,SUP-09
203, Ga-1 , STN-02 ,2026-03-10 07:41,628DEF,BOM-3,50.1Nm,93.0C,8.8 bar,72.74,,Automated,TL-013,sup-09
204,GA-2, STN-03 ,2026/03/10 07:41,476-GHI,BOM-1,42.0Nm,90.4C,10.2 bar,69.96,REP,AUTO,TL-006,sup-01
205,GA-2,stn-01,10-03-2026 07:42,820-DEF,BOM-2,61.5,196.7F,121.3psi,48.45,REJ,Human,TL-016,sup-09
206,ga-1,STN-01,2026/03/10 07:42,136DEF,BOM-3,48.7 Nm,149.9F,11.1 bar,52.02,REP,human,TL-001,sup-01
207, Ga-1 ,stn-06,2026-03-10 07:43,477abc,BOM-2,50.3Nm,69.5C,160.7psi,50.61,Reject,AUTO,TL-006,SUP-02
208, Ga-1 ,stn-02,2026-03-10 07:43,,BOM-1,46.9 Nm,83.4C,10.0 bar,34.18,Repair,Human,TL-012,
209,ga-1, STN-05 ,2026/03/10 07:44,137ABC,BOM-1,48.7,87.2 c,9.0 bar,58.32,None,automated,TL-004,SUP-09
210, Ga-2 ,STN-04,2026-03-10 07:44,515ABC,BOM-3,48.2Nm,,10.5 bar,68.03,REJ,human,TL-006,sup-02
211,GA-1,stn-07,10-03-2026 07:45,760-def,BOM-2,50.0Nm,74.2,8.7 bar,57.48,na,HUMAN,TL-011,sup-02
212,GA-2,STN-03,2026-03-10 07:45,241-DEF,BOM-3,49.9,,10.1 bar,47.32,REP,automated,TL-012,sup-02
213,GA-1,STN-04,2026-03-10 07:46,857-def,BOM-3,54.0,96.6 c,9.8 bar,51.55,Reject,human,TL-009,sup-01
214,GA-1,STN-06,2026-03-10 07:46,566ghi,BOM-2,51.1 Nm,75.3 c,202.2psi,56.71,Repair,HUMAN,TL-020,sup-02
215, Ga-2 ,stn-02,10-03-2026 07:47,531-ghi,BOM-3,,80.3C,8.2 bar,67.7,REP,HUMAN,TL-013,SUP-09
216,GA-2, STN-03 ,2026/03/10 07:47,929-ABC,BOM-2,50.0 Nm,80.8 c,6.0 bar,58.17,None,Automated,TL-009,sup-02
217,GA-1,stn-03,10-03-2026 07:48,,BOM-3,51.2Nm,91.1 c,9.0 bar,66.35,OK,AUTO,TL-013,sup-01
218, Ga-1 ,stn-02,10-03-2026 07:48,280-ghi,BOM-3,48.8Nm,70.5 c,7.4 bar,59.19,REJ,Human,TL-008,SUP-09
219,GA-1,stn-04,,806-ABC,BOM-1,55.0Nm,91.7C,8.9 bar,62.37,Repair,human,TL-002,SUP-09
220,ga-2, STN-05 ,2026/03/10 07:49,196ghi,BOM-1,51.6Nm,67.2 c,,50.6,None,AUTO,TL-011,SUP-01
221,GA-2,stn-07,2026-03-10 07:50,884-def,BOM-3,49.2Nm,91.7 c,8.6 bar,53.14,Repair,automated,TL-009,sup-02
222, Ga-1 ,stn-05,10-03-2026 07:50,841-DEF,BOM-2,49.1,62.8,8.4 bar,47.44,Repair,AUTO,TL-012,sup-01
223,ga-2, STN-04 ,2026/03/10 07:51,978DEF,BOM-3,49.5Nm,79.0,11.4 bar,66.02,Reject,automated,TL-013,
224,ga-1,stn-03,10-03-2026 07:51,513-DEF,BOM-1,50.2 Nm,96.3,9.9 bar,57.09,None,Human,TL-007,sup-09
225,ga-1, STN-04 ,2026/03/10 07:52,659ghi,BOM-2,49.7 Nm,87.0 c,11.6 bar,24.02,na,Human,TL-011,sup-01
226,GA-1,STN-07,2026-03-10 07:52,893ABC,BOM-1,47.2Nm,84.2 c,10.1 bar,64.81,Reject,Human,TL-015,sup-01
227,ga-2, STN-04 ,2026/03/10 07:53,218def,BOM-1,53.8 Nm,69.5,11.4 bar,69.74,REP,HUMAN,TL-006,sup-02
228,GA-1,stn-05,10-03-2026 07:53,,BOM-2,54.1,72.7 c,138.4psi,51.88,REJ,AUTO,TL-001,SUP-09
229, Ga-1 ,STN-06,2026-03-10 07:54,524-ghi,BOM-2,58.9Nm,93.4,179.7psi,64.8,REJ,HUMAN,TL-005,sup-09
230, Ga-2 ,STN-01,10-03-2026 07:54,664-GHI,BOM-1,47.0 Nm,,,57.9,OK,Automated,TL-012,SUP-02
231,GA-2,STN-06,10-03-2026 07:55,710-ghi,BOM-2,53.3,88.9C,8.8 bar,38.82,REJ,automated,TL-017,sup-09
232, Ga-1 ,STN-02,10-03-2026 07:55,930-ghi,BOM-2,40.5,177.3F,10.9 bar,79.53,Reject,Automated,TL-016,
233,ga-2,stn-02,10-03-2026 07:56,539ghi,BOM-1,54.1 Nm,170.9F,10.0 bar,57.96,None,HUMAN,TL-019,SUP-09
234, Ga-1 , STN-05 ,2026/03/10 07:56,254def,BOM-3,42.7,87.7 c,9.7 bar,62.01,REP,HUMAN,TL-012,sup-02
235, Ga-1 , STN-06 ,2026-03-10 07:57,270-ghi,BOM-1,45.1 Nm,180.7F,10.1 bar,53.75,None,automated,TL-022,sup-09
236,ga-2,STN-05,2026-03-10 07:57,819GHI,BOM-2,51.7 Nm,78.3,11.1 bar,57.04,na,HUMAN,TL-024,sup-02
237, Ga-2 ,STN-07,2026/03/10 07:58,514abc,BOM-3,46.9,65.9,6.8 bar,61.62,Reject,human,TL-001,SUP-01
238, Ga-2 ,stn-07,2026/03/10 07:58,667ghi,BOM-1,46.2Nm,89.5,9.5 bar,49.57,REJ,Automated,TL-004,SUP-01
239, Ga-2 ,STN-01,10-03-2026 07:59,,BOM-1,47.6Nm,84.4,11.0 bar,76.94,Repair,AUTO,TL-010,sup-01
240, Ga-2 ,stn-06,10-03-2026 07:59,830-ghi,BOM-1,53.6,73.9 c,150.4psi,68.38,,HUMAN,TL-011,sup-09
241, Ga-1 ,stn-06,2026-03-10 08:00,296-DEF,BOM-2,45.3Nm,,8.3 bar,65.17,REJ,HUMAN,TL-005,SUP-02
242,ga-2, STN-01 ,10-03-2026 08:00,253-def,BOM-1,49.7Nm,180.4F,6.4 bar,58.58,na,Automated,TL-008,SUP-01
243,GA-2,stn-05,10-03-2026 08:01,759abc,BOM-1,48.1Nm,82.6,12.6 bar,52.39,Reject,HUMAN,TL-002,SUP-01
244,ga-1,stn-01,2026-03-10 08:01,490-ghi,BOM-2,54.1,88.8C,140.9psi,70.3,Repair,AUTO,TL-022,SUP-01
245,GA-2, STN-07 ,10-03-2026 08:02,833def,BOM-1,54.2 Nm,86.7C,12.3 bar,66.11,None,human,TL-019,sup-01
246, Ga-1 , STN-03 ,10-03-2026 08:02,215DEF,BOM-2,40.8 Nm,82.9C,11.2 bar,56.01,REP,AUTO,TL-005,SUP-01
247,GA-1, STN-01 ,10-03-2026 08:03,,BOM-3,55.2Nm,78.1 c,127.7psi,49.15,REP,automated,TL-010,SUP-01
248,GA-2,STN-03,10-03-2026 08:03,963GHI,BOM-3,46.9 Nm,99.8,6.2 bar,44.24,Reject,human,TL-013,sup-02
249, Ga-1 , STN-03 ,10-03-2026 08:04,858-GHI,BOM-2,51.2Nm,72.7 c,9.3 bar,60.29,Reject,Human,TL-011,SUP-09
250, Ga-2 ,stn-04,2026/03/10 08:04,156-def,BOM-1,45.3Nm,87.5 c,9.9 bar,57.51,REJ,HUMAN,TL-011,SUP-01
251, Ga-2 ,STN-04,10-03-2026 08:05,834ABC,BOM-1,51.9Nm,79.2 c,10.7 bar,71.86,OK,Automated,TL-014,SUP-02
252,GA-2, STN-04 ,2026-03-10 08:05,158-ghi,BOM-3,62.8 Nm,84.5C,120.8psi,69.92,na,Human,TL-023,SUP-09
253,ga-1,STN-01,10-03-2026 08:06,208ABC,BOM-1,50.6Nm,92.3C,,60.39,REJ,Automated,TL-013,sup-09
254,GA-2,stn-05,2026/03/10 08:06,907-ABC,BOM-1,47.7Nm,170.4F,148.9psi,59.19,Repair,AUTO,TL-014,sup-01
255, Ga-2 ,stn-05,10-03-2026 08:07,213ABC,BOM-3,48.8 Nm,,11.5 bar,48.48,na,Automated,TL-007,sup-01
256,GA-1,STN-06,10-03-2026 08:07,370-DEF,BOM-2,42.7Nm,82.7,138.3psi,70.61,Repair,Automated,TL-012,SUP-09
257, Ga-1 ,STN-04,2026-03-10 08:08,221def,BOM-1,57.2,73.6 c,10.7 bar,59.43,REJ,AUTO,TL-017,SUP-01
258,ga-2,stn-07,,,BOM-3,51.6Nm,,,66.05,Repair,human,TL-015,
259, Ga-1 ,STN-05,10-03-2026 08:09,151ghi,BOM-3,44.8 Nm,188.8F,11.3 bar,71.77,Repair,HUMAN,TL-012,sup-01
260,ga-1,STN-07,10-03-2026 08:09,358def,BOM-3,44.9Nm,75.7,8.8 bar,54.34,REP,AUTO,TL-018,SUP-09
261, Ga-2 ,stn-05,10-03-2026 08:10,393ABC,BOM-3,50.1 Nm,195.9F,5.4 bar,51.72,OK,Human,TL-006,sup-01
262, Ga-1 ,stn-05,2026/03/10 08:10,683-GHI,BOM-2,54.7,161.0F,,84.69,REJ,HUMAN,TL-001,
263, Ga-1 ,stn-06,2026-03-10 08:70,546abc,BOM-3,44.2Nm,79.7 c,9.7 bar,65.94,Repair,Automated,TL-008,sup-01
264,GA-1,stn-01,10-03-2026 08:11,273ABC,BOM-1,55.6Nm,168.3F,8.3 bar,57.21,Repair,AUTO,TL-006,SUP-01
265,ga-2,STN-07,10-03-2026 08:12,517ghi,BOM-1,49.5Nm,87.5C,7.7 bar,72.4,,Human,TL-022,sup-01
266, Ga-2 ,STN-07,,512ABC,BOM-2,45.3,75.2 c,132.5psi,56.92,REJ,automated,TL-006,sup-09
267,GA-1,stn-05,2026-03-10 08:13,417abc,BOM-2,47.7Nm,87.6 c,,63.25,None,HUMAN,TL-022,sup-09
268,GA-2,STN-04,2026/03/10 08:13,579abc,BOM-3,58.7 Nm,85.9,10.1 bar,54.32,None,Human,TL-010,sup-02
269,ga-1,stn-06,10-03-2026 08:14,393-ghi,BOM-3,43.1,76.2 c,6.6 bar,59.83,na,automated,TL-018,sup-01
270, Ga-2 ,STN-05,10-03-2026 08:14,399def,BOM-1,46.3 Nm,208.9F,7.4 bar,57.26,Repair,Automated,TL-014,sup-02
271, Ga-2 ,STN-05,2026-03-10 08:15,804ghi,BOM-1,54.8Nm,72.5,11.7 bar,52.48,REJ,Human,TL-001,SUP-02
272, Ga-1 , STN-02 ,10-03-2026 08:15,326abc,BOM-1,51.1 Nm,65.9 c,9.7 bar,62.43,Repair,human,TL-022,sup-09
273,GA-2,stn-03,2026-03-10 08:16,395-def,BOM-3,,88.6,10.0 bar,53.61,na,AUTO,TL-012,SUP-02
274,ga-2, STN-05 ,2026-03-10 08:16,226-abc,BOM-2,54.8,58.5C,8.0 bar,65.76,REP,human,TL-014,SUP-01
275,GA-1, STN-01 ,2026-03-10 08:17,727ghi,BOM-2,55.1,94.9,10.0 bar,56.95,na,Automated,TL-007,SUP-09
276,GA-2,stn-05,2026/03/10 08:17,734GHI,BOM-3,,81.0C,9.4 bar,42.8,Repair,HUMAN,TL-005,sup-02
277, Ga-1 ,STN-07,10-03-2026 08:18,709def,BOM-2,46.9,65.7 c,131.5psi,66.21,REP,human,TL-001,SUP-09
278,ga-2, STN-04 ,2026-03-10 08:18,251-abc,BOM-2,,70.5C,7.8 bar,66.38,REP,automated,TL-013,SUP-02
279, Ga-2 ,STN-01,,505-abc,BOM-3,51.4,63.7 c,8.7 bar,82.54,None,Human,TL-008,SUP-01
280, Ga-2 , STN-01 ,10-03-2026 08:19,,BOM-1,43.4Nm,83.8C,13.0 bar,60.18,REJ,automated,TL-011,SUP-02
281, Ga-1 ,STN-07,2026-03-10 08:20,786-GHI,BOM-2,56.6,152.1F,137.4psi,61.83,REJ,AUTO,TL-024,sup-09
282, Ga-2 , STN-03 ,2026/03/10 08:70,402ABC,BOM-3,,85.0,11.2 bar,64.79,OK,Human,TL-016,sup-02
283, Ga-1 ,stn-06,2026-03-10 08:21,473abc,BOM-3,48.8 Nm,77.0C,9.7 bar,70.2,REP,HUMAN,TL-018,sup-09
284,ga-2, STN-06 ,2026-03-10 08:21,508GHI,BOM-3,,75.2 c,9.5 bar,69.57,Repair,AUTO,TL-016,SUP-02
285,GA-2, STN-07 ,10-03-2026 08:22,783GHI,BOM-1,55.9,85.1C,131.2psi,63.19,OK,automated,TL-005,SUP-01
286,ga-2,STN-01,2026-03-10 08:22,731abc,BOM-2,59.8,86.2C,12.0 bar,59.67,None,automated,TL-016,SUP-02
287,GA-1,STN-02,10-03-2026 08:23,,BOM-2,57.8,91.5,10.6 bar,68.43,REJ,human,TL-022,SUP-01
288, Ga-1 ,stn-02,,484ghi,BOM-1,41.3 Nm,164.6F,127.8psi,59.25,Repair,Automated,TL-024,SUP-01
289,GA-2,STN-02,10-03-2026 08:24,836-DEF,BOM-2,48.4,79.7C,136.4psi,47.11,REJ,Automated,TL-002,sup-09
290,ga-2, STN-07 ,10-03-2026 08:24,883abc,BOM-1,52.5 Nm,73.6 c,168.4psi,44.99,REJ,AUTO,TL-001,SUP-02
291, Ga-2 ,STN-02,2026/03/10 08:25,570-DEF,BOM-2,47.5Nm,178.9F,5.7 bar,57.07,na,automated,TL-024,SUP-01
292, Ga-1 , STN-07 ,2026-03-10 08:25,711ghi,BOM-2,58.9 Nm,72.2,151.8psi,61.2,na,Human,TL-019,SUP-02
293,ga-2,stn-06,2026/03/10 08:26,917-DEF,BOM-3,58.1,168.4F,156.7psi,84.72,,HUMAN,TL-001,SUP-02
294, Ga-2 , STN-06 ,10-03-2026 08:26,853-def,BOM-3,,75.8,8.9 bar,58.8,REJ,Automated,TL-021,
295,GA-1,stn-07,,348def,BOM-2,,82.9,10.2 bar,60.47,REP,AUTO,TL-023,SUP-01
296,ga-1,STN-06,2026-03-10 08:27,744GHI,BOM-2,46.3 Nm,80.0,10.8 bar,55.96,Reject,Human,TL-006,sup-02
297,GA-1, STN-06 ,2026-03-10 08:28,500DEF,BOM-3,49.0Nm,85.1,8.2 bar,66.19,na,Human,TL-006,SUP-09
298,GA-2, STN-02 ,2026-03-10 08:28,233def,BOM-1,48.9 Nm,78.9,163.3psi,62.8,REJ,AUTO,TL-019,SUP-01
299,ga-1,STN-06,10-03-2026 08:29,434-DEF,BOM-1,54.8Nm,74.2C,151.5psi,53.62,Reject,automated,TL-008,SUP-09
300, Ga-1 ,stn-01,2026/03/10 08:29,979-def,BOM-3,45.6 Nm,81.9,9.8 bar,49.89,Reject,human,TL-003,sup-01
301,GA-1,STN-02,2026-03-10 08:30,961ghi,BOM-3,36.9,70.8,,55.98,,human,TL-017,SUP-09
302, Ga-2 ,STN-02,2026-03-10 08:30,807GHI,BOM-2,,85.7,160.4psi,51.57,,human,TL-014,SUP-01
303, Ga-1 ,STN-07,2026/03/10 08:31,990DEF,BOM-3,44.9,77.1 c,13.5 bar,57.69,OK,human,TL-007,SUP-09
304,ga-2,stn-02,2026-03-10 08:31,614-GHI,BOM-3,46.7,82.0C,10.9 bar,61.41,Repair,automated,TL-008,SUP-09
305,GA-1, STN-06 ,2026/03/10 08:32,781-DEF,BOM-3,50.9 Nm,180.0F,11.2 bar,54.99,REJ,HUMAN,TL-012,SUP-01
306,ga-2,STN-02,10-03-2026 08:32,248abc,BOM-2,44.6,96.0C,,74.54,OK,Automated,TL-006,SUP-09
307, Ga-2 , STN-02 ,2026-03-10 08:33,368abc,BOM-3,43.9,83.8 c,12.9 bar,71.59,,Human,TL-002,SUP-02
308,ga-1, STN-05 ,2026/03/10 08:33,255-ABC,BOM-2,45.4 Nm,80.7 c,7.8 bar,57.7,REP,HUMAN,TL-016,sup-01
309, Ga-2 ,stn-06,2026-03-10 08:34,942def,BOM-1,44.4,,7.4 bar,50.36,,AUTO,TL-008,sup-09
310,GA-1,STN-01,10-03-2026 08:34,652DEF,BOM-1,47.2,88.0C,10.2 bar,59.7,REP,Human,TL-010,sup-02
311,ga-1,STN-06,2026/03/10 08:35,938-def,BOM-3,47.0,77.3 c,159.4psi,58.66,Repair,automated,TL-008,sup-09
312,ga-2, STN-02 ,10-03-2026 08:35,474def,BOM-1,53.4 Nm,148.5F,6.1 bar,59.37,Reject,automated,TL-004,SUP-09
313,ga-2, STN-07 ,2026-03-10 08:36,,BOM-1,,78.0 c,10.0 bar,56.02,Reject,Human,TL-014,
314,GA-1,stn-05,2026-03-10 08:36,707-DEF,BOM-3,48.2,81.9C,9.7 bar,49.51,Repair,HUMAN,TL-015,sup-02
315, Ga-1 , STN-07 ,10-03-2026 08:37,610-DEF,BOM-2,47.3Nm,161.3F,11.1 bar,60.35,REP,human,TL-013,sup-09
316, Ga-1 ,STN-04,2026/03/10 08:37,434-GHI,BOM-3,54.0 Nm,78.8 c,10.6 bar,56.49,,automated,TL-013,sup-09
317, Ga-2 , STN-05 ,10-03-2026 08:38,385DEF,BOM-3,49.2,79.3 c,7.3 bar,57.38,REP,automated,TL-018,sup-01
318,ga-1, STN-04 ,2026-03-10 08:38,561-GHI,BOM-2,55.3,175.0F,8.4 bar,60.94,REP,automated,TL-002,sup-09
319, Ga-2 ,stn-02,,167-GHI,BOM-2,44.2,92.3,8.8 bar,59.31,REJ,HUMAN,TL-019,SUP-09
320, Ga-2 ,stn-05,2026/03/10 08:39,268ABC,BOM-2,49.8 Nm,66.9C,11.1 bar,60.72,,Human,TL-020,sup-02
321,GA-1,stn-04,2026-03-10 08:40,139-ABC,BOM-2,47.1,212.6F,153.1psi,56.03,REP,automated,TL-004,SUP-02
322,GA-1,STN-05,2026/03/10 08:40,239GHI,BOM-1,43.9Nm,175.4F,131.5psi,63.6,Repair,Human,TL-024,SUP-01
323,ga-2,stn-02,2026/03/10 08:41,278ABC,BOM-1,49.7Nm,85.8,10.2 bar,52.82,None,Human,TL-011,sup-02
324, Ga-1 , STN-01 ,2026-03-10 08:41,168-DEF,BOM-3,58.7 Nm,81.3C,8.4 bar,49.12,Repair,human,TL-009,SUP-01
325,GA-2, STN-05 ,2026/03/10 08:42,149GHI,BOM-3,,144.9F,189.6psi,51.1,Repair,human,TL-008,sup-01
326, Ga-2 ,STN-03,2026/03/10 08:42,836-def,BOM-1,49.4,157.0F,10.9 bar,53.23,None,AUTO,TL-024,sup-01
327,ga-2, STN-02 ,2026/03/10 08:43,264DEF,BOM-1,43.4Nm,74.8C,11.2 bar,47.12,REJ,Human,TL-014,sup-02
328,GA-2,stn-07,2026/03/10 08:43,599-GHI,BOM-2,42.7,89.9C,12.1 bar,43.07,None,HUMAN,TL-024,sup-01
329,GA-2,stn-07,2026/03/10 08:44,188-abc,BOM-1,46.1 Nm,66.2C,11.5 bar,65.03,REJ,Human,TL-018,sup-09
330, Ga-2 ,STN-03,2026/03/10 08:44,951-ABC,BOM-2,47.8Nm,160.6F,10.0 bar,72.74,na,Human,TL-012,sup-02
331,GA-2,stn-03,2026/03/10 08:45,,BOM-3,48.0 Nm,81.6 c,9.7 bar,65.58,REP,Automated,TL-001,sup-02
332, Ga-1 ,stn-06,,773DEF,BOM-2,48.9 Nm,184.5F,11.9 bar,55.17,REJ,Automated,TL-023,SUP-02
333,GA-2, STN-07 ,2026/03/10 08:46,676ABC,BOM-3,41.8,84.4,10.0 bar,42.84,Reject,automated,TL-006,SUP-02
334,ga-1,stn-04,2026/03/10 08:46,791-abc,BOM-2,46.9Nm,70.2 c,8.9 bar,61.92,REJ,automated,TL-019,SUP-01
335, Ga-2 ,stn-04,2026/03/10 08:47,665-GHI,BOM-3,52.5Nm,64.0C,12.9 bar,43.93,Reject,human,TL-004,sup-01
336,GA-2,STN-02,10-03-2026 08:47,557-GHI,BOM-3,43.2 Nm,85.4 c,8.6 bar,59.13,Reject,AUTO,TL-021,sup-01
337,GA-1,STN-04,10-03-2026 08:48,794def,BOM-2,48.2 Nm,201.8F,7.4 bar,52.0,REJ,human,TL-001,SUP-01
338,GA-1,STN-07,2026/03/10 08:48,,BOM-3,51.5 Nm,76.5,11.5 bar,37.19,,human,TL-003,SUP-09
339,ga-1, STN-04 ,2026/03/10 08:49,441-abc,BOM-1,46.1,68.6 c,8.9 bar,74.81,None,AUTO,TL-008,SUP-02
340, Ga-2 ,stn-01,10-03-2026 08:49,946abc,BOM-3,51.7Nm,75.7,10.7 bar,47.44,REJ,automated,TL-019,SUP-09
341,ga-1, STN-06 ,2026-03-10 08:50,987-DEF,BOM-3,42.4,183.1F,184.5psi,56.44,Reject,Human,TL-024,sup-02
342,GA-2, STN-07 ,2026-03-10 08:50,748-def,BOM-2,54.4 Nm,77.7 c,7.9 bar,58.71,Reject,Human,TL-006,sup-01
343,ga-2,stn-06,2026-03-10 08:51,935ghi,BOM-1,51.8,94.1C,9.9 bar,55.3,None,AUTO,TL-014,sup-09
344,GA-1, STN-07 ,,194GHI,BOM-1,50.3,89.2C,12.2 bar,64.65,OK,automated,TL-018,SUP-09
345, Ga-2 , STN-05 ,10-03-2026 08:52,,BOM-1,55.6,81.8,159.8psi,52.59,Reject,Automated,TL-022,sup-01
346,GA-2, STN-01 ,,685-ghi,BOM-3,48.4,60.5 c,9.7 bar,63.82,REJ,human,TL-006,sup-01
347, Ga-2 , STN-05 ,2026/03/10 08:53,934ghi,BOM-1,46.9Nm,73.1C,,63.19,Reject,automated,TL-003,sup-02
348,ga-1,STN-04,10-03-2026 08:53,208def,BOM-1,56.9,74.5C,142.9psi,46.22,OK,automated,TL-019,SUP-01
349,ga-1,STN-01,10-03-2026 08:54,824-ghi,BOM-3,,72.5C,10.6 bar,62.36,Repair,Human,TL-001,SUP-09
350,ga-2, STN-07 ,2026-03-10 08:54,169DEF,BOM-3,46.5 Nm,179.4F,12.5 bar,49.46,REJ,human,TL-022,SUP-02
351,GA-1,STN-05,2026/03/10 08:55,421-abc,BOM-1,49.4,82.1 c,11.5 bar,48.34,na,AUTO,TL-010,SUP-02
352,GA-1,STN-01,2026/03/10 08:55,722DEF,BOM-1,55.2 Nm,145.9F,12.0 bar,62.91,Repair,Human,TL-013,SUP-09
353,GA-1,STN-01,2026/03/10 08:56,361def,BOM-3,49.6,88.0,8.7 bar,55.92,REP,HUMAN,TL-012,SUP-09
354, Ga-2 ,stn-05,10-03-2026 08:56,850-DEF,BOM-3,,80.2C,11.8 bar,63.73,Reject,Human,TL-011,sup-01
355,ga-1, STN-02 ,2026-03-10 08:57,936-def,BOM-3,53.9,182.4F,10.3 bar,63.82,None,HUMAN,TL-001,SUP-02
356,GA-2, STN-02 ,,242abc,BOM-3,47.2,87.4C,8.9 bar,45.72,REP,HUMAN,TL-004,sup-02
357, Ga-1 ,stn-01,2026/03/10 08:58,332-abc,BOM-3,52.1,72.3C,10.3 bar,67.41,None,Automated,TL-009,sup-02
358,GA-1, STN-01 ,,166-def,BOM-2,50.0Nm,92.6 c,10.3 bar,62.85,Reject,human,TL-006,sup-02
359,ga-1, STN-06 ,2026/03/10 08:59,738-def,BOM-1,43.9,173.4F,12.8 bar,54.13,Reject,AUTO,TL-020,sup-01
360, Ga-2 ,STN-01,2026-03-10 08:59,896-GHI,BOM-3,45.1,95.1,10.6 bar,58.64,,AUTO,TL-024,SUP-09
361, Ga-2 , STN-06 ,10-03-2026 09:00,640GHI,BOM-1,46.7Nm,71.1 c,8.8 bar,67.69,Reject,HUMAN,TL-005,sup-09
362,GA-2, STN-04 ,10-03-2026 09:00,218ABC,BOM-1,54.6 Nm,94.4,8.5 bar,56.8,,automated,TL-018,
363,ga-1,STN-04,10-03-2026 09:01,256ghi,BOM-2,54.8 Nm,71.0C,,81.15,Reject,Human,TL-013,sup-01
364,ga-2,STN-02,,131DEF,BOM-2,53.7Nm,105.5 c,8.0 bar,74.91,,Human,TL-019,sup-09
365,GA-2,stn-06,10-03-2026 09:02,540ghi,BOM-2,52.2 Nm,70.5,8.9 bar,61.17,REP,Human,TL-019,SUP-02
366,ga-2,stn-01,2026/03/10 09:02,748ghi,BOM-2,52.1Nm,90.6 c,139.7psi,57.72,REJ,AUTO,TL-020,sup-01
367,ga-1,stn-07,2026-03-10 09:03,234-DEF,BOM-3,51.4 Nm,76.4,9.4 bar,58.15,na,Automated,TL-024,SUP-02
368,GA-2,stn-05,2026/03/10 09:03,862-abc,BOM-3,52.0 Nm,87.2,11.1 bar,53.99,REP,HUMAN,TL-015,sup-02
369,ga-2,stn-01,2026-03-10 09:04,327abc,BOM-3,52.4Nm,79.6C,129.0psi,61.25,REP,HUMAN,TL-023,sup-01
370,ga-1,STN-03,2026-03-10 09:04,562GHI,BOM-2,43.0,69.1C,6.3 bar,66.88,None,HUMAN,TL-011,
371,ga-2,STN-07,2026/03/10 09:05,700-def,BOM-2,46.0Nm,52.0,7.5 bar,46.51,REP,AUTO,TL-002,SUP-01
372, Ga-2 ,STN-04,2026-03-10 09:05,585-def,BOM-1,44.9Nm,105.1,10.0 bar,66.43,Repair,human,TL-009,SUP-02
373, Ga-1 , STN-07 ,10-03-2026 09:06,529-def,BOM-3,55.5Nm,80.7 c,9.1 bar,69.34,na,human,TL-017,sup-01
374,GA-2, STN-02 ,,402def,BOM-1,58.3 Nm,123.0F,8.1 bar,65.72,REP,automated,TL-001,SUP-02
375, Ga-2 , STN-05 ,2026-03-10 09:07,486-def,BOM-1,,83.0,12.9 bar,58.7,Reject,human,TL-020,sup-02
376,GA-1,STN-01,2026-03-10 09:07,314DEF,BOM-3,57.8 Nm,188.4F,11.2 bar,65.31,REP,human,TL-020,sup-01
377, Ga-2 , STN-06 ,2026/03/10 09:08,364ABC,BOM-3,50.4,72.8C,143.7psi,72.99,REP,human,TL-006,sup-01
378, Ga-2 , STN-03 ,2026/03/10 09:08,778-DEF,BOM-3,55.1 Nm,163.2F,10.3 bar,59.42,Reject,automated,TL-021,sup-09
379, Ga-1 ,STN-03,2026/03/10 09:09,893GHI,BOM-1,52.5 Nm,79.8C,139.2psi,60.24,REJ,automated,TL-019,sup-02
