Event_ID,Line,Station,TS,Part_No,BOM_Version,Torque,Temp,Pressure,Cycle_Time,Defect,Inspection_Source,Tool_ID,Supplier,VIN,WO,Rework_Flag,Scrap_Reason,Calibration_Factor,Shift
123,GA-2, STN-01 ,2026-03-10 07:01,851-def,BOM-3,51.1 Nm,78.3 c,11.0 bar,60.01,None,AUTO,TL-005,SUP-09,SAJP2XTLPWR4Y6BCU,WO-34111,0,Torque Out of Spec,0.9982,Morning
124,GA-1,STN-03,2026-03-10 07:01,805-ABC,BOM-1,56.8Nm,83.3,12.1 bar,78.08,Repair,HUMAN,TL-010,sup-02,GF6W5G711VBL2T30E,WO-40823,0,Torque Out of Spec,0.9852,Morning
125,ga-1,STN-05,2026/03/10 07:02,917-DEF,BOM-3,54.2 Nm,71.7,,73.48,Repair,AUTO,TL-016,sup-01,INVALID489,WO-56270,0,Leak Detected,0.9952,Morning
126,GA-1, STN-04 ,2026-03-10 07:02,270-GHI,BOM-2,51.8 Nm,80.0C,9.0 bar,49.66,,HUMAN,TL-008,sup-01,8CJEWV2X4XW61VHJX,WO-93010,0,Torque Out of Spec,1.0121,Morning
127, Ga-1 ,STN-03,2026-03-10 07:03,621def,BOM-1,57.3Nm,83.1C,125.8psi,62.02,Repair,human,TL-020,sup-09,YS5N54XWKBMN2BT25,WO-16637,0,Temperature High,1.0196,Morning
128,ga-1,STN-01,2026/03/10 07:03,232-DEF,BOM-1,44.1Nm,63.1C,9.3 bar,62.19,Reject,HUMAN,TL-007,SUP-01,0M8YTFTKW13T16SMH,WO-44933,0,Torque Out of Spec,0.9896,Evening
129, Ga-2 , STN-06 ,10-03-2026 07:04,764DEF,BOM-1,46.8,78.1,10.6 bar,57.7,Repair,AUTO,TL-003,SUP-09,X1P8SYWPC,WO-56741,0,Torque Out of Spec,1.0134,Morning
130, Ga-1 ,STN-07,2026-03-10 07:04,423-ABC,BOM-1,45.4,77.0 c,9.3 bar,58.33,Reject,AUTO,TL-011,sup-02,HLB9A8U402E0Y926H,WO-11133,0,Visual Defect,0.982,Night
131, Ga-1 ,STN-06,2026/03/10 07:05,792DEF,BOM-2,48.1 Nm,90.3C,159.2psi,56.46,na,Human,TL-005,SUP-01,4TVCVN0RM9KK3247R,WO-48042,0,Torque Out of Spec,0.9744,Morning
132,GA-1, STN-07 ,2026-03-10 07:05,309GHI,BOM-3,43.1Nm,61.6C,11.6 bar,78.73,None,automated,TL-017,sup-02,07KC9MR25H86ZEUGL,WO-74498,0,Torque Out of Spec,1.0014,Morning
133, Ga-2 ,STN-02,10-03-2026 07:06,874ABC,BOM-2,53.2 Nm,76.2,11.7 bar,55.84,Reject,human,TL-013,sup-02,KGG9AP0D9MD1LCYZ2,WO-42862,0,Torque Out of Spec,0.9956,Night
134, Ga-1 ,stn-05,,240-DEF,BOM-1,48.9Nm,75.2,120.7psi,63.41,OK,Human,TL-004,SUP-02,M45P211JKH2J8B37C,WO-42705,0,Visual Defect,1.0298,Morning
135,GA-1,STN-02,2026-03-10 07:07,424-abc,BOM-3,42.6Nm,89.6,175.1psi,34.71,Reject,Human,TL-009,SUP-02,FFJBMS9D44ZMA67P8,WO-14633,0,Visual Defect,1.0426,Evening
136,GA-2,stn-06,2026/03/10 07:07,769ABC,BOM-1,44.9Nm,79.6 c,176.9psi,68.24,Repair,Automated,TL-021,SUP-01,3JAPK76PFBDB5,WO-53640,0,Temperature High,0.9878,Evening
137,GA-2, STN-03 ,10-03-2026 07:08,114-GHI,BOM-3,51.6,98.0C,12.3 bar,71.84,Repair,Human,TL-020,sup-01,5HV9248AUAB0ENPEH,WO-26274,0,Temperature High,0.9638,Evening
138, Ga-2 ,stn-02,10-03-2026 07:08,342-ABC,BOM-2,54.2 Nm,86.6 c,9.8 bar,49.48,REP,human,TL-016,SUP-09,INVALID136,WO-62768,0,Temperature High,0.9727,Morning
139,GA-2,STN-07,2026-03-10 07:09,509ABC,BOM-1,60.0Nm,75.9 c,8.9 bar,54.88,Reject,HUMAN,TL-022,SUP-09,FBRNPZC69H,WO-83829,0,Temperature High,0.9833,Evening
140,GA-2, STN-02 ,10-03-2026 07:09,931-GHI,BOM-1,64.6Nm,82.4,8.5 bar,64.52,,human,TL-003,sup-01,F35BMBURSY5Y2DN1X,WO-87874,0,Leak Detected,1.0041,Night
141, Ga-2 ,STN-06,10-03-2026 07:10,989DEF,BOM-3,52.1,76.5C,121.0psi,60.19,OK,Automated,TL-018,sup-02,12ZBC0E6JKBL8V825,WO-61205,0,,0.9948,Evening
142, Ga-2 , STN-05 ,2026-03-10 07:10,185ABC,BOM-3,45.1Nm,88.6,10.0 bar,64.66,None,AUTO,TL-001,sup-09,PBU2KUGBTFZDS5LKL,WO-35768,0,Visual Defect,0.9748,Night
143,GA-2,stn-07,2026-03-10 07:11,287-abc,BOM-2,39.3,66.7,11.3 bar,57.13,Repair,Automated,TL-015,sup-01,8UXJH2FSUF4DWW0EF,WO-26435,0,Leak Detected,1.0357,Evening
144,GA-2,STN-01,10-03-2026 07:11,681-def,BOM-3,51.3,161.2F,173.4psi,78.63,REJ,Human,TL-002,sup-01,YYWLEVTJL27RNPHRL,WO-57808,0,Visual Defect,1.0133,Morning
145,ga-1,STN-03,,333DEF,BOM-1,45.9,84.6 c,9.3 bar,53.3,Repair,human,TL-009,sup-09,X42JVG2HZW9433909,WO-54025,0,Temperature High,1.0352,Morning
146,ga-1,STN-06,10-03-2026 07:12,922-ABC,BOM-2,47.9 Nm,92.3,9.9 bar,86.92,Reject,Human,TL-003,sup-02,VFWHB03XVYN6VYAY4,WO-44464,0,,0.964,Morning
147,ga-2,STN-03,2026/03/10 07:13,847-DEF,BOM-2,46.9,58.0,9.8 bar,72.42,REP,automated,TL-007,SUP-01,INVALID324,WO-32649,0,Torque Out of Spec,1.0255,Morning
148, Ga-1 ,STN-02,2026-03-10 07:13,138abc,BOM-1,49.3,93.7 c,131.2psi,68.32,REJ,Human,TL-016,sup-02,ERLNZTKRHKU2G509W,WO-19495,0,Torque Out of Spec,0.997,Night
149, Ga-1 ,stn-04,2026/03/10 07:14,641def,BOM-2,55.3 Nm,78.6C,161.0psi,49.6,,Human,TL-019,sup-09,WWK6Z5W9,WO-26353,0,Leak Detected,0.9922,Night
150,ga-1,STN-06,2026-03-10 07:14,593-def,BOM-2,50.8 Nm,61.2C,10.5 bar,69.1,OK,Automated,TL-023,SUP-09,7JX9Z9Z71V1M,WO-53893,0,,1.0005,Evening
151,ga-2, STN-02 ,2026/03/10 07:15,775-abc,BOM-3,49.2Nm,50.0C,10.2 bar,66.04,OK,automated,TL-024,SUP-01,PFFM0DCU0S30NYND3,WO-45401,0,,0.986,Morning
152, Ga-1 ,stn-03,2026/03/10 07:15,827-GHI,BOM-2,44.8,148.5F,152.8psi,38.8,REP,AUTO,TL-004,SUP-02,T5CW805Z9GCUHVVKN,WO-63061,0,,0.9971,Evening
153,ga-2, STN-05 ,10-03-2026 07:16,823DEF,BOM-1,41.6Nm,175.6F,10.9 bar,45.95,REP,automated,TL-023,SUP-02,ZA08ZC79GY7PGEMFY,WO-58261,0,Leak Detected,1.0189,Evening
154,ga-2, STN-03 ,10-03-2026 07:16,664abc,BOM-2,47.6 Nm,174.8F,10.9 bar,63.58,OK,human,TL-007,sup-02,YAZRJ6SXZF3W26,WO-71270,0,,0.9607,Evening
155,GA-1,stn-01,10-03-2026 07:17,790ghi,BOM-3,49.7Nm,86.3C,8.7 bar,58.67,OK,AUTO,TL-022,sup-09,8P9L43HYA6PCJ28PZ,WO-66560,0,Leak Detected,1.0299,Evening
156,ga-1,STN-07,2026-03-10 07:17,774-ghi,BOM-1,58.8Nm,74.5,,54.84,Repair,human,TL-021,sup-02,4BHEP88G582GT82DJ,WO-66398,0,Leak Detected,1.0078,Evening
157,GA-2, STN-06 ,2026/03/10 07:18,662-GHI,BOM-3,50.7,68.9C,10.4 bar,70.79,OK,Human,TL-023,SUP-01,16UB5C3N58S02RN2B,WO-54536,0,Temperature High,0.9978,Morning
158, Ga-2 , STN-05 ,2026/03/10 07:18,906DEF,BOM-1,54.9,75.9C,9.3 bar,51.16,Reject,human,TL-013,SUP-09,UGXZ082SUT68UYYM8,WO-88248,1,,1.0187,Morning
159,ga-2,STN-07,2026-03-10 07:19,419abc,BOM-1,47.5,80.3,10.4 bar,55.45,None,Human,TL-019,SUP-02,INVALID569,WO-38349,0,,1.0073,Morning
160,GA-2,stn-04,10-03-2026 07:19,900def,BOM-1,44.1Nm,82.3 c,10.5 bar,53.53,Repair,Human,TL-011,SUP-02,PFKHPMRYSHGAJNX2M,WO-90248,0,Visual Defect,0.9904,Evening
161,ga-1,STN-01,2026-03-10 07:20,908ABC,BOM-1,45.2 Nm,161.8F,11.6 bar,65.1,,Automated,TL-002,SUP-09,9H80ZF95MMF135S7F,WO-35828,0,Leak Detected,0.9845,Night
162,ga-1,stn-04,2026/03/10 07:20,958ghi,BOM-2,46.4 Nm,89.0C,122.2psi,42.81,na,automated,TL-012,SUP-02,6X9EM53GA32DPXT5F,WO-70008,0,Leak Detected,1.03,Night
163, Ga-1 ,STN-04,2026-03-10 07:21,764-ABC,BOM-3,60.6 Nm,164.8F,12.0 bar,55.02,OK,Human,TL-005,sup-02,PATGX724J283ULGAD,WO-81075,0,Visual Defect,0.9704,Evening
164,ga-1,stn-05,2026-03-10 07:21,695-abc,BOM-2,45.9,160.3F,10.0 bar,42.77,REJ,Automated,TL-003,sup-02,34N5CEBXAZWPL5S21,WO-31039,0,Temperature High,0.9961,Night
165, Ga-2 ,STN-07,10-03-2026 07:22,924-abc,BOM-2,,74.6 c,134.0psi,56.87,Reject,Human,TL-004,sup-02,ZBM6VPJLV7SAHPE7A,WO-29670,0,Visual Defect,0.9718,Evening
166, Ga-2 ,STN-02,2026-03-10 07:22,521ABC,BOM-3,45.5Nm,90.7 c,9.2 bar,67.23,REJ,HUMAN,TL-006,sup-02,P55WL1E62U8VHL6U5,WO-17329,0,Temperature High,1.0098,Night
167,GA-1,stn-01,2026/03/10 07:23,813abc,BOM-1,54.7Nm,78.7 c,8.5 bar,67.41,REP,automated,TL-020,SUP-01,PGY2WP1MHUMZLUC6S,WO-48863,0,Visual Defect,0.9981,Evening
168, Ga-1 ,STN-04,2026/03/10 07:23,685-ghi,BOM-1,51.9Nm,73.1,7.4 bar,52.72,Reject,HUMAN,TL-024,SUP-02,INVALID154,WO-35428,1,Leak Detected,0.975,Evening
169,GA-2,stn-01,10-03-2026 07:24,319def,BOM-3,49.2,89.3 c,159.7psi,65.33,REP,AUTO,TL-021,SUP-01,INVALID783,WO-87810,0,Torque Out of Spec,0.9826,Night
170,ga-1, STN-01 ,2026-03-10 07:24,868-def,BOM-3,49.8 Nm,101.4C,13.0 bar,58.15,REP,human,TL-016,sup-09,C1RSL04D3Y1BZZSBZ,WO-32072,0,,1.0009,Night
171, Ga-1 ,STN-06,2026-03-10 07:70,198-ABC,BOM-1,46.7Nm,82.1,109.8psi,73.61,,AUTO,TL-022,sup-01,EKAKNFDUDTGVKR9LA,WO-53865,0,Visual Defect,1.0057,Evening
172,ga-2,stn-06,10-03-2026 07:25,168-abc,BOM-1,52.2,92.3C,124.3psi,58.7,Reject,HUMAN,TL-007,SUP-02,XJA4832W7PVMMDC60,WO-69850,0,Torque Out of Spec,0.9613,Evening
173,ga-1,STN-01,2026/03/10 07:26,329abc,BOM-2,47.7Nm,90.4 c,11.1 bar,30.27,OK,HUMAN,TL-022,SUP-02,H2JP5WAK803,WO-70780,0,Visual Defect,0.9859,Morning
174,ga-1, STN-01 ,10-03-2026 07:26,929ABC,BOM-1,43.9,73.9C,9.9 bar,68.95,,AUTO,TL-023,SUP-09,K3Y2NFY6FDP6RKFWV,WO-32187,0,,1.0032,Evening
175, Ga-2 ,STN-06,2026/03/10 07:27,155-ABC,BOM-2,,176.5F,163.1psi,55.41,Reject,Automated,TL-004,SUP-01,AX8SLDEGUFGM8E742,WO-47014,0,Temperature High,1.0242,Evening
176,ga-2, STN-05 ,2026-03-10 07:27,927DEF,BOM-2,50.9Nm,67.2C,9.8 bar,57.26,,automated,TL-010,SUP-01,L4WW4S6VXTDSCEA0G,WO-69927,0,,1.0168,Morning
177,ga-2,stn-05,2026/03/10 07:28,345-def,BOM-2,57.9Nm,78.0,,63.36,Reject,Human,TL-007,sup-02,7WBXSVMAV8N7MLWCV,WO-40128,1,,0.9909,Night
178,GA-1, STN-02 ,2026-03-10 07:28,842-DEF,BOM-1,50.8 Nm,73.7 c,140.1psi,45.75,None,HUMAN,TL-004,sup-01,M0JPX67PVE4DTVX8S,WO-88301,0,Temperature High,1.02,Night
179,ga-1,stn-02,2026-03-10 07:29,769-GHI,BOM-2,49.4,76.0C,93.2psi,60.75,REP,HUMAN,TL-005,sup-09,7UGJN57X81ELEXKUM,WO-68718,0,Temperature High,0.9937,Night
180, Ga-1 , STN-03 ,2026/03/10 07:29,163-abc,BOM-3,51.4 Nm,72.5,8.3 bar,65.34,,Automated,TL-024,sup-09,MWAFAVRHZFB157EUL,WO-95419,0,Torque Out of Spec,0.9376,Night
181,ga-1, STN-03 ,2026-03-10 07:30,827-DEF,BOM-3,56.5Nm,77.1 c,11.4 bar,63.64,Repair,automated,TL-005,sup-01,YTXPG4FUBYNSXBCHL,WO-93608,1,Torque Out of Spec,1.0288,Evening
182, Ga-1 ,STN-04,10-03-2026 07:30,733def,BOM-3,51.1Nm,85.3 c,11.8 bar,54.01,REJ,Automated,TL-016,SUP-01,M5HE6RW36AF3K18GT,WO-39094,0,Torque Out of Spec,1.0092,Evening
183, Ga-2 ,STN-01,2026-03-10 07:31,191-DEF,BOM-2,47.9,173.8F,175.6psi,69.92,Reject,human,TL-021,SUP-02,2SK8E761MJUA1R5YP,WO-36827,0,Torque Out of Spec,1.0038,Night
184,ga-2, STN-06 ,2026/03/10 07:31,167-abc,BOM-1,55.5,61.4 c,10.7 bar,50.03,,Human,TL-019,sup-01,VGR9MR8DZU76GWBLA,WO-21314,0,Leak Detected,1.0002,Morning
185,GA-2,STN-04,2026/03/10 07:32,250-ghi,BOM-1,52.1Nm,72.5C,6.6 bar,53.74,Repair,human,TL-011,sup-02,VKG3MEM5G3X7F31LT,WO-70362,0,Torque Out of Spec,1.0061,Morning
186,GA-2,STN-02,10-03-2026 07:32,171ghi,BOM-1,57.7Nm,64.8,131.2psi,58.64,None,human,TL-001,sup-01,BCURHZB1ETE29EBF3,WO-62804,0,Leak Detected,1.0001,Evening
187,GA-2,STN-07,2026/03/10 07:33,207-ABC,BOM-2,50.9,82.4,12.0 bar,62.95,None,AUTO,TL-011,sup-01,B5HTW4GC8S,WO-62645,0,Leak Detected,0.9942,Evening
188,GA-1,stn-01,2026-03-10 07:33,200def,BOM-1,43.9,85.0 c,12.4 bar,56.75,REJ,human,TL-007,SUP-09,5R6DG17B2ZLSR9UFT,WO-79469,0,Torque Out of Spec,0.9869,Evening
189,ga-2,STN-01,2026/03/10 07:34,155GHI,BOM-1,43.2 Nm,180.6F,12.0 bar,72.29,Repair,Human,TL-021,sup-01,INVALID225,WO-72467,0,,1.0015,Morning
190,GA-2, STN-04 ,2026-03-10 07:34,569DEF,BOM-3,58.3Nm,161.8F,9.6 bar,62.95,Reject,HUMAN,TL-023,SUP-01,HHNPVUZ6Y7G0,WO-83379,0,,0.9824,Morning
191,ga-2,stn-01,2026-03-10 07:35,645DEF,BOM-1,58.6,82.5 c,8.0 bar,60.76,REJ,HUMAN,TL-006,sup-02,L08VJR286PY3KAS44,WO-36757,0,Temperature High,0.9772,Night
192,GA-1, STN-04 ,2026/03/10 07:35,581-def,BOM-1,49.1Nm,75.3,144.1psi,62.6,Reject,Human,TL-004,sup-09,INVALID188,WO-32805,0,,1.0054,Evening
193, Ga-2 ,STN-07,10-03-2026 07:36,139DEF,BOM-2,48.1Nm,68.6C,10.0 bar,67.33,Repair,automated,TL-020,SUP-09,3GJ3ALEUK9XT1VZU3,WO-62895,0,,1.0196,Evening
194,ga-2,stn-01,2026/03/10 07:36,470-def,BOM-3,57.3Nm,87.4,179.1psi,62.41,REJ,Human,TL-021,sup-02,R8GSEH63ECTP7GXPH,WO-42286,0,Temperature High,0.9841,Morning
195, Ga-2 , STN-03 ,10-03-2026 07:37,303-ABC,BOM-3,44.5Nm,88.2,150.0psi,41.9,Reject,HUMAN,TL-024,SUP-09,C8SN7SM15X1VHXBF3,WO-90119,0,Torque Out of Spec,0.9876,Morning
196, Ga-2 ,stn-02,2026-03-10 07:37,626-def,BOM-1,45.5Nm,89.5C,10.0 bar,70.9,REJ,Human,TL-019,SUP-09,DHAKP4U5P5EBG9D58,WO-37283,0,Temperature High,0.9661,Night
197,ga-1,stn-02,2026/03/10 07:38,190-ABC,BOM-1,53.2 Nm,165.0F,10.1 bar,61.2,None,human,TL-012,sup-02,J2AYNR576H78PGBMU,WO-21080,0,Leak Detected,0.9737,Evening
198,ga-2,STN-03,2026/03/10 07:38,778DEF,BOM-2,48.0 Nm,91.8C,10.6 bar,66.85,REP,HUMAN,TL-010,sup-09,M2U87XMG4F7DT3C89,WO-54267,0,Leak Detected,0.9744,Evening
199,ga-2,STN-02,2026/03/10 07:39,580GHI,BOM-3,50.0,75.1,158.6psi,55.94,Reject,Human,TL-002,SUP-02,SPBMV4B6GAT2WP4R2,WO-64702,0,Torque Out of Spec,1.0195,Evening
200, Ga-2 ,STN-03,2026/03/10 07:39,592-DEF,BOM-1,49.2 Nm,187.8F,8.9 bar,41.73,Repair,AUTO,TL-022,SUP-09,INVALID709,WO-45496,0,,0.9653,Evening
201,GA-1, STN-07 ,2026-03-10 07:40,989-ghi,BOM-3,51.7 Nm,74.9C,122.0psi,37.21,OK,Automated,TL-024,sup-02,GJB3Y6G7ZWS9NLRMK,WO-59759,0,,1.0092,Night
202,GA-1, STN-02 ,2026/03/10 07:40,149ABC,BOM-3,57.0 Nm,77.8,12.1 bar,50.56,Repair,Automated,TL-023,sup-01,CBTCV0185UFRW2CR2,WO-74730,0,Visual Defect,0.9947,Night
203,GA-2,stn-05,2026-03-10 07:41,371DEF,BOM-1,50.5,55.8C,7.5 bar,65.17,REP,human,TL-014,SUP-01,FVGEZYRZT55JL52GK,WO-55422,0,,1.0121,Evening
204,ga-2,STN-01,2026-03-10 07:41,584-ABC,BOM-3,53.2,77.0 c,12.5 bar,72.98,Reject,human,TL-021,sup-01,E2J90BELVSFLWLF3S,WO-29559,0,Torque Out of Spec,1.0233,Evening
205,GA-2,STN-04,2026-03-10 07:42,801-def,BOM-2,39.7Nm,80.9 c,7.1 bar,63.02,REJ,HUMAN,TL-001,sup-09,VBWSY3LME7Y3K3E1J,WO-76777,0,Visual Defect,0.9994,Evening
206, Ga-1 ,STN-07,2026/03/10 07:42,614-ghi,BOM-1,49.8Nm,75.9C,9.1 bar,49.48,REJ,HUMAN,TL-010,SUP-02,F8SNK1MHVC875N39G,WO-84200,0,Torque Out of Spec,1.0227,Evening
207,GA-1, STN-02 ,10-03-2026 07:43,992ABC,BOM-2,45.8Nm,207.6F,11.5 bar,52.16,OK,Automated,TL-003,sup-01,JNKX7F7KDF8ALRDYP,WO-21253,0,,1.031,Morning
208,GA-2,STN-01,2026-03-10 07:43,541GHI,BOM-1,43.9 Nm,68.4,10.0 bar,73.61,REP,human,TL-015,SUP-01,WLHT8R3NSZLXN,WO-18901,0,Visual Defect,1.0269,Morning
209, Ga-2 ,stn-03,2026-03-10 07:44,270ABC,BOM-1,45.6,165.9F,8.0 bar,46.89,REJ,AUTO,TL-001,sup-09,9M65G7Y2FT2542SNS,WO-42520,0,Leak Detected,0.9866,Evening
210, Ga-1 ,STN-07,10-03-2026 07:44,459-DEF,BOM-2,48.3Nm,71.0C,10.6 bar,81.02,Reject,Human,TL-008,SUP-09,LUFS4FHJ2NK7V3ZLH,WO-52105,0,Visual Defect,0.9606,Night
211, Ga-1 ,STN-06,2026-03-10 07:45,174ABC,BOM-3,54.6,74.4C,146.5psi,78.76,None,human,TL-011,SUP-02,49NMRA7ZYPA5E7DV3,WO-40997,0,Leak Detected,0.9975,Morning
212,ga-2, STN-04 ,2026-03-10 07:45,693abc,BOM-2,43.4,194.6F,140.3psi,81.35,Reject,HUMAN,TL-004,sup-02,0L176PS80AHB55N3G,WO-49579,0,Temperature High,1.0036,Evening
213,ga-1,stn-06,2026/03/10 07:46,350-def,BOM-1,50.2 Nm,94.8,9.1 bar,63.81,REJ,AUTO,TL-003,SUP-09,E2SXGJY2H4UDSXA75,WO-69637,0,Leak Detected,0.9609,Morning
214,GA-1,stn-04,10-03-2026 07:46,111-def,BOM-3,47.6 Nm,73.0C,9.9 bar,56.58,Reject,human,TL-022,SUP-01,NUFBPSCYTLD807479,WO-96853,0,,1.0012,Evening
215,ga-1,STN-07,,158-abc,BOM-1,48.4Nm,72.8 c,9.1 bar,63.56,Repair,HUMAN,TL-007,SUP-09,YJWZAKVEUEPXSSEUW,WO-56695,0,,0.9485,Morning
216,GA-2, STN-04 ,2026-03-10 07:47,270-abc,BOM-2,55.0Nm,68.4C,13.7 bar,69.09,Reject,Human,TL-024,sup-02,96CPW617CY7L28TM2,WO-88707,0,Temperature High,1.0309,Evening
217,ga-1,stn-06,10-03-2026 07:48,474-ABC,BOM-2,52.7Nm,93.1,139.8psi,53.49,OK,Human,TL-009,SUP-02,UVXW536PNK6JKGK0Z,WO-90727,0,Temperature High,1.0095,Night
218, Ga-1 ,stn-05,2026-03-10 07:48,323GHI,BOM-3,56.7,91.2C,9.4 bar,48.99,Reject,HUMAN,TL-002,SUP-01,FL5UZRYNNA2ANNMPU,WO-40504,0,Leak Detected,0.9836,Night
219, Ga-2 ,STN-04,2026-03-10 07:49,446-GHI,BOM-3,49.2Nm,78.9 c,133.2psi,57.16,Repair,human,TL-003,SUP-01,HRV4ZGYS1V06HVGK8,WO-15473,0,Visual Defect,1.0025,Evening
220, Ga-1 , STN-04 ,10-03-2026 07:49,869-ABC,BOM-1,46.5,66.0,12.7 bar,52.28,Repair,Human,TL-017,SUP-01,RVPRDZ4NZHU76C5KA,WO-68812,0,Torque Out of Spec,1.005,Evening
221, Ga-2 ,stn-06,2026/03/10 07:50,663-DEF,BOM-2,48.9Nm,66.9 c,7.5 bar,72.41,OK,AUTO,TL-001,SUP-01,UFSALSZCSEL54R42C,WO-49657,0,Torque Out of Spec,1.0097,Evening
222, Ga-1 ,stn-04,2026/03/10 07:50,960-DEF,BOM-3,51.2Nm,179.1F,152.8psi,53.84,None,HUMAN,TL-023,SUP-02,4K21TGU0D8GZ70791,WO-64727,0,,1.0014,Evening
223,ga-1, STN-05 ,2026/03/10 07:51,640-DEF,BOM-1,50.9,85.5,9.6 bar,60.96,Repair,HUMAN,TL-007,sup-01,A6DZVECEY3G8D79E3,WO-12487,0,Visual Defect,1.0189,Night
224,ga-1,stn-04,2026/03/10 07:51,437abc,BOM-3,44.6 Nm,59.3 c,7.9 bar,69.83,,AUTO,TL-015,SUP-09,1CTU6JBPVC953TW2S,WO-41269,0,Temperature High,0.9746,Evening
225,ga-2,stn-01,2026/03/10 07:52,382-ghi,BOM-2,50.5,76.8,8.8 bar,72.8,REJ,automated,TL-011,sup-09,DVGBB0F53ZSVS5CN7,WO-29662,0,Torque Out of Spec,0.9974,Morning
226, Ga-2 ,STN-03,10-03-2026 07:52,570def,BOM-2,51.1Nm,96.2,,62.09,Reject,HUMAN,TL-002,SUP-01,7PBTFFEJ4FHS02RV9,WO-69571,0,Leak Detected,1.0357,Evening
227,GA-1,stn-01,10-03-2026 07:53,385-ghi,BOM-2,62.6Nm,77.8C,126.2psi,63.84,Repair,HUMAN,TL-017,SUP-09,F82W9P8UCKJGNR33H,WO-95907,0,Temperature High,0.993,Morning
228, Ga-2 , STN-04 ,2026-03-10 07:53,863def,BOM-3,59.4Nm,94.9C,150.6psi,49.83,OK,HUMAN,TL-001,sup-09,2MPT7RSJH4YJJ9BL7,WO-47867,0,Temperature High,1.0048,Night
229,GA-1,stn-01,2026/03/10 07:54,321-GHI,BOM-3,45.7,86.5C,12.6 bar,70.23,Repair,Automated,TL-020,SUP-02,GVWMEZHWZ87WCDEBZ,WO-85776,0,Visual Defect,0.9801,Evening
230, Ga-2 , STN-01 ,2026/03/10 07:54,384-ABC,BOM-2,48.6Nm,69.2C,10.3 bar,72.64,Repair,Automated,TL-013,sup-01,5NA0WRTXSKURBTDVE,WO-83553,0,Torque Out of Spec,1.0431,Evening
231,ga-2, STN-07 ,10-03-2026 07:55,932ghi,BOM-2,42.7 Nm,77.1,7.8 bar,41.3,Repair,Human,TL-008,SUP-09,ETNC9CAEVGPEXKF9H,WO-94026,0,Leak Detected,1.0057,Evening
232, Ga-2 ,STN-05,2026-03-10 07:55,,BOM-3,47.0Nm,78.7C,8.7 bar,77.63,None,HUMAN,TL-023,SUP-09,5M7XFARTXWST8LXGM,WO-79273,0,Visual Defect,0.9748,Night
233,GA-1,stn-02,10-03-2026 07:56,121-GHI,BOM-2,51.6Nm,70.5,138.8psi,52.99,Reject,automated,TL-005,sup-02,XV2S0EV4H00YV1ZJU,WO-81545,0,Visual Defect,1.0218,Evening
234, Ga-1 ,STN-03,2026-03-10 07:56,594DEF,BOM-1,56.0,70.3C,9.5 bar,65.95,na,human,TL-007,sup-09,V9G2L37STHNGVMLJR,WO-68124,0,Visual Defect,0.9785,Evening
235, Ga-1 , STN-01 ,2026/03/10 07:57,988-GHI,BOM-3,46.4 Nm,95.1,10.2 bar,60.78,OK,Human,TL-016,SUP-01,PYV2Z6N0TYYXRFHC6,WO-24837,0,Torque Out of Spec,1.0137,Night
236,ga-1,stn-06,2026/03/10 07:57,836DEF,BOM-1,46.7 Nm,70.2C,151.8psi,59.4,REJ,HUMAN,TL-009,sup-01,4UPMN9LDPYGZPG0PN,WO-55715,0,Leak Detected,1.0206,Night
237,GA-2,STN-06,2026-03-10 07:58,375ABC,BOM-2,39.3 Nm,90.8C,182.6psi,57.93,REP,HUMAN,TL-012,sup-09,INVALID856,WO-96363,0,Temperature High,1.0405,Morning
238,ga-1,STN-06,2026/03/10 07:58,177DEF,BOM-2,49.2Nm,168.1F,10.0 bar,50.07,REJ,Human,TL-020,sup-09,3YTLA2R30K60ERHS5,WO-90112,0,,1.0045,Evening
239,GA-2,STN-04,2026/03/10 07:59,132-def,BOM-1,44.7 Nm,79.7 c,8.3 bar,65.24,na,HUMAN,TL-022,sup-01,KPLDCFUU5M32KLLGM,WO-75607,0,Temperature High,1.001,Night
240,GA-2,STN-02,10-03-2026 07:59,314-def,BOM-3,47.4Nm,85.6 c,11.7 bar,57.14,na,automated,TL-020,sup-01,N1KANL6BPAAFGVVGN,WO-93560,0,Torque Out of Spec,0.9595,Evening
241,ga-2,STN-03,10-03-2026 08:00,710-abc,BOM-1,45.6 Nm,74.0,,46.91,Reject,automated,TL-002,sup-09,55J6CHAGWC6GD3A3W,WO-15538,0,Temperature High,0.9909,Morning
242,ga-2,STN-04,2026-03-10 08:00,431ghi,BOM-3,49.5 Nm,85.7 c,10.3 bar,49.65,,HUMAN,TL-023,sup-02,INVALID420,WO-66703,0,Leak Detected,0.9857,Evening
243, Ga-1 , STN-06 ,10-03-2026 08:01,131def,BOM-3,41.2Nm,139.2F,9.6 bar,47.08,na,automated,TL-011,SUP-02,INVALID744,WO-29906,0,Leak Detected,0.9964,Morning
244,GA-2,stn-02,2026/03/10 08:01,544DEF,BOM-2,42.7Nm,84.4C,158.5psi,54.75,,automated,TL-021,sup-01,INVALID755,WO-67031,0,Leak Detected,0.9896,Evening
245, Ga-2 ,STN-06,10-03-2026 08:02,363DEF,BOM-3,60.6Nm,55.3C,9.7 bar,64.85,REP,human,TL-007,sup-02,98H9K80VDKWXFA6XV,WO-73299,0,Temperature High,1.0157,Night
